index,url,judul,tanggal,total_entities,gpe_count,gpe_entities,gpe_avg_score,gpe_max_score,loc_count,loc_entities,loc_avg_score,loc_max_score,nor_count,nor_entities,nor_avg_score,nor_max_score,law_count,law_entities,law_avg_score,law_max_score,dat_count,dat_entities,dat_avg_score,dat_max_score,per_count,per_entities,per_avg_score,per_max_score,crimetype_count,crimetype_entities,crimetype_avg_score,crimetype_max_score,evidence_count,evidence_entities,evidence_avg_score,evidence_max_score
10,https://www.detik.com/sumut/hukum-dan-kriminal/d-7516021/ngeri-mahasiswa-pkl-di-bawaslu-lampung-ditembak-otk,Ngeri! Mahasiswa PKL di Bawaslu Lampung Ditembak OTK,2024-08-30 09:47:00,14,3,ĠKota ĠBandar ĠLampung; ĠLampung; ĠLampung,0.997,0.999,2,ĠKantor ĠBawaslu ĠLampung; ĠJalan ĠMorotai,0.987,0.999,2,Ġdetik S umb ag sel; UE,0.644,0.934,0,,0.0,0.0,5,Rabu; 28/8/2024; kemarin; siang; Kamis,0.95,0.95,2,ĠIs k ardo ĠP ĠP anggar; ĠIs k ardo,0.806,0.977,0,,0.0,0.0,0,,0.0,0.0
11,https://www.detik.com/sumut/hukum-dan-kriminal/d-7514805/anggota-polisi-jadi-korban-begal-bersajam-di-binjai-motor-hp-dicuri,"Anggota Polisi Jadi Korban Begal Bersajam di Binjai, Motor-Hp Dicuri",2024-08-29 15:45:00,26,5,ĠKota ĠBinjai ĠSumatera ĠUtara Sumut; ĠKota ĠMedan; ĠLangkat; ĠMedan; ĠLangkat,0.978,0.998,2,ĠJalan ĠBinjai ĠKM Ġ 17; ĠS PN ĠLangkat,0.997,0.998,3,Ġdetik Sumut; ĠSekolah ĠPolisi ĠNegara S PN ĠPolda ĠSumut; ĠS PN,0.82,0.989,0,,0.0,0.0,4,Selasa; 27/8/2024; pukul 03.00; Kamis,0.95,0.95,8,ĠBripda ĠH BN; ĠAKBP ĠBambang ĠChrist anto ĠUtomo; ĠBripda ĠH BN; ĠBripda ĠH BN; ĠBambang; ĠBripda ĠH BN; ĠBambang; ĠBripda ĠH BN,0.87,0.998,3,begal; pencurian; pencurian,0.933,1.0,1,handphone,1.0,1.0
12,https://www.detik.com/sumut/hukum-dan-kriminal/d-7512917/curi-motor-hp-teman-saat-tidur-pria-di-karo-ditangkap,"Curi Motor-Hp Teman Saat Tidur, Pria di Karo Ditangkap",2024-08-28 14:44:00,29,2,ĠKabupaten ĠKaro ĠSumatera ĠUtara Sumut; ĠKecamatan ĠKab anj ahe,0.968,0.995,4,ĠJalan ĠKot ac ane; ĠJalan ĠJamin ĠGinting ĠKomplek ĠTrop is ĠKab anj ahe; Ġdua; Ġdua,0.777,0.996,0,,0.0,0.0,2,ĠPasal Ġ 363 ĠAyat 2 Ġdari ĠKUHPidana; Ġsembilan,0.703,0.977,4,Selasa; 20/8/2024; Senin; Rabu,0.95,0.95,10,ĠT obat ĠLo is ĠKaro -k aro; ĠT obat; ĠAKP ĠRasm aju ĠTarigan; ĠT L K; ĠRasm aju; ĠRasm aju; ĠEk son; ĠAiptu ĠBudi ĠSastra ĠSur b akti; ĠBudi; ĠBudi,0.915,0.999,6,pencurian; pencurian; pencurian; pencurian; pencurian; pencurian,0.95,1.0,1,handphone,1.0,1.0
13,https://www.detik.com/sumut/hukum-dan-kriminal/d-7512473/bocah-sd-di-medan-diperkosa-pria-di-dekat-kuburan-modus-kenal-ortu-korban,"Bocah SD di Medan Diperkosa Pria di Dekat Kuburan, Modus Kenal Ortu Korban",2024-08-28 12:30:00,22,4,ĠKota ĠMedan ĠSumatera ĠUtara Sumut; ĠKecamatan ĠMedan ĠLabuhan; ĠKecamatan ĠMedan ĠLabuhan; ĠKecamatan ĠMedan ĠS unggal,0.974,0.995,3,Ġdekat; ĠPemakaman ĠUmum TPU; ĠPemakaman,0.684,0.746,0,,0.0,0.0,0,,0.0,0.0,6,Rabu; 28/8/2024; Senin; pukul 23.30; pukul 21.30; Rabu,0.95,0.95,7,ĠMarzuki; ĠDed ek; ĠM; ĠIptu ĠRif fi ĠNoor ĠFaizal; ĠRif fi; ĠRif fi; ĠRif fi,0.914,0.996,2,pemerkosaan; pemerkosaan,0.9,0.9,0,,0.0,0.0
14,https://www.detik.com/jabar/hukum-dan-kriminal/d-7506897/tak-diberi-jalan-saat-menyalip-sopir-elf-bacok-teman-di-garut,"Tak Diberi Jalan Saat Menyalip, Sopir Elf Bacok Teman di Garut",2024-08-24 19:45:00,31,4,ĠGarut; ĠKi ad od ot ĠKecamatan ĠKad ung ora ĠGarut; ĠGarut; ĠBandung,0.987,1.0,3,ĠJalan ĠRaya ĠKad ung ora; ar; Ġperlintasan Ġrel Ġkereta Ġapi ĠKad ung ora,0.819,0.973,1,Ġdetik Jabar,0.959,0.959,0,,0.0,0.0,5,Sabtu; 24/8/2024; siang tadi; Sabtu; malam,0.95,0.95,17,ĠSans an; ĠSans an; ĠKompol ĠDeden ĠS arip in; ĠAS; ĠAS; ĠDeden; ĠDeden; ĠAS; ĠAS; ĠDeden; ĠAS; ĠSans an; ĠAS; ĠSans an; ĠSans an; ĠDeden; ĠAS,0.962,1.0,0,,0.0,0.0,1,barang bukti,1.0,1.0
15,https://www.detik.com/jabar/hukum-dan-kriminal/d-7505122/apresiasi-untuk-polisi-yang-gerecep-bekuk-geng-motor-perusuh-di-sukabumi,Apresiasi untuk Polisi yang Gerecep Bekuk Geng Motor Perusuh di Sukabumi,2024-08-23 21:30:00,22,3,ĠDesa ĠCitar ik ĠKecamatan ĠPal abuhan ratu; ĠPal abuhan ratu; ĠKampung ĠNag,0.862,0.99,2,ĠKampung ĠNag rog; rog,0.776,0.826,2,ĠKetua ĠPaguyuban ĠPad jajaran ĠAnyar; Ġdetik Jabar,0.959,0.992,0,,0.0,0.0,4,Minggu; 18/8/2024; Selasa; sore ,0.95,0.95,9,ĠHamzah ĠG urn ita; ĠHamzah; ĠYanto; ĠHamzah; ĠHamzah; ĠHamzah; ĠHamzah; ĠFirman ĠNir wan ĠBo esto emi; ĠFirman,0.991,0.998,2,aksi perusakan; aksi perusakan,1.0,1.0,0,,0.0,0.0
16,https://www.detik.com/sumut/hukum-dan-kriminal/d-7500234/tragis-terduga-pencuri-motor-di-sumsel-tewas-ditembak-warga,Tragis! Terduga Pencuri Motor di Sumsel Tewas Ditembak Warga,2024-08-20 23:05:00,29,4,ĠBatu ĠKabupaten ĠOgan ĠIlir ĠSumatera ĠSelatan Sumsel; ĠMuara ĠEnim; ĠDesa; ĠOgan ĠIlir,0.868,0.991,3,ĠTanjung; ĠJalan ĠDesa ĠSentul ĠOgan ĠIlir; ĠSentul,0.771,0.983,1,Ġdetik S umb ag sel,0.944,0.944,0,,0.0,0.0,5,Minggu; pukul 18.10; Senin; Selasa; 20/8/2024,0.95,0.95,12,ĠEka ĠSakti; ĠNurdin; ĠUjang; ĠEka ĠSakti; ĠEka; ĠEka; ĠNurdin; ĠAKP ĠMuhammad ĠIlham; ĠNurdin; ĠUjang; ĠIlham; ĠNurdin,0.961,0.999,3,pencurian; penembakan; pencurian,0.967,1.0,1,barang bukti,1.0,1.0
17,https://www.detik.com/jateng/hukum-dan-kriminal/d-7499859/pengakuan-sadis-pembacok-remaja-hingga-tewas-di-walisongo-semarang,Pengakuan Sadis Pembacok Remaja hingga Tewas di Walisongo Semarang,2024-08-20 18:01:00,33,3,ĠKota ĠSemarang; ĠSemarang; ĠGunung,0.937,0.998,6,ĠTaman ĠWar ak ĠNg ed hog ĠJalan ĠPandan aran; ĠPandan aran; ĠTugu; ĠGunung pati; ĠSek aran; pati,0.885,0.997,3,ĠArmy; ĠSen yap; ĠOps ĠJatanras,0.909,0.993,2,Ġpasal Ġ 170 ĠKUHP; 12,0.846,0.996,3,Sabtu; Selasa; 20/8/2024,0.95,0.95,11,ĠIS; ĠDAM; ĠIS; ĠIS; ĠIS; ĠAKP ĠTri ĠHar janto; ĠV; ĠF; ĠTri; ĠIS; ĠDAM,0.993,1.0,5,pengeroyokan; tawuran; tawuran; gangster; gangster,1.0,1.0,0,,0.0,0.0
18,https://www.detik.com/sumut/hukum-dan-kriminal/d-7498739/serang-polisi-saat-ditangkap-kakek-bawa-10-kg-sabu-ditembak-bareng-2-teman,"Serang Polisi Saat Ditangkap, Kakek Bawa 10 Kg Sabu Ditembak Bareng 2 Teman",2024-08-20 09:46:00,39,10,ĠAceh -M edan; ĠProvinsi ĠAceh; ĠAceh; ĠKota ĠMedan; ĠKelurahan ĠTand am ĠHulu ĠI ĠKecamatan ĠHamp aran ĠPerak ĠKabupaten ĠDeli ĠSerdang; ĠKota ĠMedan; ĠKota ĠMedan; ĠPapua; ĠJakarta; ĠJakarta,0.904,1.0,1,ĠJal ins um ĠMedan -T anjung ĠPura ĠKM Ġ 30,0.997,0.997,0,,0.0,0.0,0,,0.0,0.0,4,Minggu; 18/8/2024; Selasa; pukul 03.00,0.95,0.95,10,ĠRaz ali ĠSelamat; ĠRaz ali; ĠIrfan; ĠElv ri ĠSaputra; ĠKombes ĠHadi ĠWahyudi; ĠHadi; ĠHadi; ĠRS R az ali; ĠES El v ri; ĠAI Ir fan,0.917,1.0,10,narkoba; narkoba; narkoba; narkoba; narkoba; narkoba; narkoba; narkoba; narkoba; narkoba,0.9,0.9,4,barang bukti; pengakuan; barang bukti; barang bukti,1.0,1.0
19,https://www.detik.com/sumut/hukum-dan-kriminal/d-7493725/perampok-berbaju-polantas-di-pelalawan-bukan-anggota-polri,Perampok Berbaju Polantas di Pelalawan Bukan Anggota Polri,2024-08-16 19:00:00,25,3,ĠPelalawan ĠRiau; ĠPelalawan; ĠPelalawan,0.98,0.993,2,Ġkantor ĠPT ĠPPD; ĠBRI ĠLink,0.685,0.739,0,,0.0,0.0,0,,0.0,0.0,3,Jumat; 16/8/2024; pukul 20.30,0.95,0.95,12,ĠFI; ĠFI; ĠKombes ĠAnom ĠKar b ianto; ĠAnom; ĠAnom; ĠKombes ĠAsep ĠDarmawan; ĠFI; ĠAsep; ĠIF; ĠAsep; ĠAsep; ĠAsep,0.983,0.999,2,perampokan; pencurian,1.0,1.0,3,barang bukti; barang bukti; barang bukti,1.0,1.0
20,https://www.detik.com/sumut/hukum-dan-kriminal/d-7491096/viral-bajing-loncat-curi-velg-mobil-di-medan-pelaku-ditangkap,"Viral Bajing Loncat Curi Velg Mobil di Medan, Pelaku Ditangkap",2024-08-15 13:00:00,23,1,ĠKelurahan abar ĠKota ĠMedan,0.961,0.961,2,ĠJalan ĠYos ĠSudarso; ĠM,0.811,0.999,0,,0.0,0.0,2,ĠPasal Ġ 363 ĠKUHPidana; Ġpasal Ġ 363 ĠKUHPidana,0.995,0.996,6,Kamis; 15/8/2024; Rabu; kemarin; Kamis; 15/8/2024,0.95,0.95,4,ĠKompol ĠPanggil ĠSari anto ĠSimbolon; ĠFik ram; ĠFan es; ĠPanggil,0.926,0.997,7,pencurian; bajing loncat; bajing loncat; bajing loncat; bajing loncat; bajing loncat; pencurian,0.971,1.0,1,barang bukti,1.0,1.0
21,https://www.detik.com/jabar/hukum-dan-kriminal/d-7490138/sadisnya-2-anggota-geng-motor-bacok-pemuda-bandung-barat-gegara-botol,Sadisnya 2 Anggota Geng Motor Bacok Pemuda Bandung Barat gegara Botol,2024-08-14 18:57:00,29,2,ĠDesa ĠGad ob angk ong ĠKecamatan ĠNg amp rah ĠKabupaten ĠBandung ĠBarat K BB; ĠGad ob angk ong ĠK BB,0.831,0.834,2,ĠKampung ĠAnd ir ĠRT Ġ 04 /RW Ġ 02; ĠCimahi,0.879,0.95,4,Ġgeng Ġmotor ĠMoon rak er; Ġmotor; Ġmotor; ĠCimahi,0.62,0.982,3,ĠPasal Ġ 170 ĠKUHP; Ġpenjara; 9,0.882,0.999,5,Minggu; 11/8/2024; pukul 01.30; Rabu; 14/8/2024,0.95,0.95,11,J ef ri; ĠJ ore; ĠSigit ĠArdiansyah; ĠGilang ĠIskandar; ĠAKBP ĠTri ĠSuh art anto; ĠJ ore; ĠTri; ĠTri; ĠTri; ĠJ ore; ĠTri,0.934,0.999,1,penganiayaan,1.0,1.0,1,pengakuan,1.0,1.0
22,https://www.detik.com/jatim/hukum-dan-kriminal/d-7471093/viral-pengamen-di-kota-malang-terekam-cctv-curi-celana-dalam,Viral Pengamen di Kota Malang Terekam CCTV Curi Celana Dalam,2024-08-03 04:01:00,27,3,ĠKota ĠMalang; ĠKecamatan; ĠKota ĠMalang,0.964,0.992,2,ĠJalan ĠLetjen ĠS ĠParman ĠIV; ĠBl imbing,0.815,0.999,2,Ġdetik Jatim; IN UE,0.695,0.99,0,,0.0,0.0,5,Kamis; 1/8/2024; pukul 14.15; Jumat; 2/8/2024,0.95,0.95,7,ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠKompol ĠOc ta ĠPanjaitan,0.894,0.926,4,pencurian; pencurian; pencurian; pencurian,0.975,1.0,4,cctv; jejak; cctv; rekaman cctv,1.0,1.0
23,https://www.detik.com/jatim/hukum-dan-kriminal/d-7470242/4-pedagang-miras-ilegal-di-jombang-diringkus-683-botol-disita,"4 Pedagang Miras Ilegal di Jombang Diringkus, 683 Botol Disita",2024-08-02 14:51:00,29,7,ĠDesa ĠGamb iran ĠMo jo agung; ilo ĠDesa ĠRej os lam et ĠMoj ow arno; ĠDesa ĠRej os lam et; ĠDesa ĠJ elak ombo ĠKecamatan /K abupaten ĠJombang; ĠKota ĠSantri; ĠJombang; ĠKota ĠSantri,0.931,0.999,4,ĠDusun ĠSuk on; ĠDusun ĠNg enden; Ġkopi; ĠJombang,0.637,0.711,2,sus; 022,0.353,0.43,2,Ġpasal Ġ 7 Ġayat 1 ) ĠPerda ĠJombang Ġnomor Ġ 16 Ġtahun 200 9 Ġtentang ĠPengawasan Ġdan ĠPengendalian ĠMinuman ĠBer ak ohol; 081,0.684,0.998,2,Jumat; 2/8/2024,0.95,0.95,9,ĠAKBP ĠEko ĠBagus ĠRiyadi; ĠNing ĠSol ati; ĠSuwandi; ĠTarik h ĠAkbar; ĠRod ji; ĠKompol ĠHari ĠKurniawan; Rod ji; ĠIptu ĠKas nas in; ĠKas nas in,0.868,0.994,0,,0.0,0.0,3,barang bukti; barang bukti; whatsapp,1.0,1.0
24,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7455333/pria-kendari-tewas-bersimbah-darah-dibacok-berkali-kali-pelaku-diduga-odgj,"Pria Kendari Tewas Bersimbah Darah Dibacok Berkali-kali, Pelaku Diduga ODGJ",2024-07-24 20:00:00,22,2,ĠKendari ĠSulawesi ĠTenggara Sultra; ĠKecamatan ĠPu uw atu ĠKendari,0.991,0.994,1,ĠJalan ĠRS ĠJiwa ĠKelurahan ĠTob u uha,0.764,0.764,0,,0.0,0.0,0,,0.0,0.0,5,Rabu; 24/7/2024; Rabu; pukul 06.00; Rabu,0.95,0.95,10,ĠNA; ĠL K; ĠKombes ĠAris ĠTri ĠYun arko; ĠAris; ĠAris; ĠAris; ĠAris; ĠNA; ĠNA; ĠKombes ĠAris ĠTri ĠYun arko,0.972,1.0,0,,0.0,0.0,4,darah; keterangan saksi; darah; darah,1.0,1.0
25,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7444889/40-kali-curi-motor-di-jambi-turis-residivis-curanmor-ditangkap-lagi,"40 Kali Curi Motor di Jambi, Turis Residivis Curanmor Ditangkap Lagi",2024-07-18 15:00:00,58,14,ĠRup it ĠKabupaten ĠMusi ĠRawas ĠUtara ĠSumatera ĠSelatan; ĠKota ĠJambi; ĠPeny engat ĠOl ak ĠMuar o ĠJambi; ĠJambi ĠLuar ĠKota ĠMuar o ĠJambi; ĠKelurahan ĠMayang ĠMeng urai ĠKecamatan ĠAlam ĠBara jo ĠKota ĠJambi; ĠKota ĠJambi; ĠKota ĠJambi; ĠRup it ĠM urat ara ĠSumatera ĠSelatan; ĠRup it Ġarah ĠLingga u ĠSumatera ĠSelatan; ĠKota ĠJambi; Ġdaerah ĠRup it ĠM urat ara; ĠBengkulu ĠJambi; ĠLubuk ĠLingga u ĠSumatera ĠSelatan; ĠJal,0.945,0.999,4,ĠJalan ĠPendidikan; ĠPolsek; ĠPolsek ĠJal uko; uko,0.824,1.0,2,ĠTim ĠResmob; ĠOps nal,0.754,0.789,1,Ġpasal Ġ 363 ĠKUHP Ġtentang,0.995,0.995,6,Selasa; 16/7/2024; Kamis; 18/7/2024; Januari; Juli,0.95,0.95,18,Tur is; ĠTuris; ĠW ardi; W ardi; ĠIpda ĠJoko ĠSusilo; ĠIpda ĠJoko; ĠJoko; ĠJoko ĠJoko; ĠTuris; ĠJoko; ĠJoko; ĠTuris; ĠW ardi; ĠT Tur is; ĠW W ardi; ĠTuris; ĠT; ĠJoko,0.965,0.999,12,pencurian; pencurian; curanmor; pencurian; pencurian; curanmor; penipuan; pencurian; pencurian; curanmor; pencurian; pencurian,0.975,1.0,1,barang bukti,1.0,1.0
