portal,url,judul,tanggal,isi_berita
detik.com,https://news.detik.com/berita/d-7914556/4-maling-motor-di-priok-diringkus-modus-suruh-korban-belikan-rokok,"4 Maling Motor di Priok Diringkus, Modus Suruh Korban Belikan Rokok",14 Mei 2025,"Polres Pelabuhan Tanjung Priok mengungkap tiga kasus pencurian sepeda motor dalam kurun waktu satu minggu. Sebanyak empat pelaku sudah ditangkap. Kapolres Pelabuhan Tanjung Priok AKBP Martuasah H Tobing menjelaskan, kasus pertama terjadi di kawasan Muara Angke pada Sabtu (30/11) dini hari. Dalam kasus ini, satu tersangka MN (20) bisa ditangkap. Martuasah menyebutkan tersangka mengelabui korbannya dengan menyuruh membeli rokok. Saat itulah tersangka kemudian membawa kabur motor korban. SCROLL TO CONTINUE WITH CONTENT Tersangka MN berhasil ditangkap di tempat pelelangan ikan (TPI) Muara Angke. Dari hasil pemeriksaan, motor curian tersebut dijual murah seharga Rp 2,5 juta di Pasar Darurat Kapuk. Kasus kedua terjadi di parkiran Gang Krapu 1, Muara Angke pada Selasa (29/4/2025). Satu pelaku berinisial OY (23) ditangkap saat membawa motor curian. Pelaku juga melawan dengan sebilah golok dan sempat melukai warga. ""Saat digeledah, ditemukan alat-alat untuk melakukan pencurian. Setelah diinterogasi, OY mengaku beraksi bersama rekannya berinisial AF yang kini masuk dalam daftar pencarian orang (DPO),"" ungkap Martuasah dalam keterangannya, Rabu (14/5). Selanjutnya, kasus ketiga terjadi di area parkir Resto Apung, Muara Angke pada Selasa (11/5). Martuasah mengatakan ada dua tersangka yang bisa ditangkap, yakni BD (33) dan SK (34). ""Pengungkapan kasus ini bermula dari laporan masyarakat dan hasil analisa CCTV di lokasi kejadian. Pada 24 April 2025, kami memperoleh informasi tentang keberadaan BD di wilayah Serang. Esok harinya tim melakukan pengejaran dan pelaku langsung dapat diamankan,"" ujarnya. Martuasah menyampaikan apresiasi kepada masyarakat yang ikut berperan aktif dalam menjaga keamanan dan ketertiban lingkungan. Dia mengatakan pihaknya berkomitmen untuk terus meningkatkan kegiatan patroli dalam mengatasi aksi kejahatan di masyarakat. ""Kami mengapresiasi peran serta masyarakat dalam membantu tugas kepolisian. Ke depan, kami akan terus meningkatkan patroli dan pengawasan di titik-titik rawan kejahatan,"" kata dia. ""Kami mengimbau kepada masyarakat, saat memarkir kendaraan sepeda motor agar di parkir di tempat yang aman dan ditambahkan kunci ganda,"" imbuhnya.  Lihat juga Video: Maling Motor di Blitar Kepergok, Babak Belur Diamuk Massa [Gambas:Video 20detik]"
detik.com,https://news.detik.com/berita/d-7914531/bareskrim-tahan-direktur-perusahaan-di-jatim-tersangka-impor-sinanida-ilegal,Bareskrim Tahan Direktur Perusahaan di Jatim Tersangka Impor Sinanida Ilegal,14 Mei 2025,"Direktorat Tindak Pidana Tertentu (Dittipidter) Bareskrim Polri memeriksa Direktur PT SHC berinisial SE terkait kasus dugaan impor sianida ilegal yang beromzet puluhan miliar. SE langsung ditahan usai diperiksa sebagai tersangka. ""Bahwa pada hari ini kita sudah melakukan pemeriksaan terhadap tersangka dan hari ini juga kita lakukan penahanan,"" kata Dirtipidter Bareskrim Polri Brigjend Nunung Syaifuddin kepada wartawan di Gedung Bareskrim Polri, Jakarta Selatan, Rabu (14/5/2025). Nunung menyebut pengungkapan itu sebagai komitmen Polri meminimalisir praktik illegal mining. Dalam hal ini, kata dia, berkaitan dengan aktivitas penambangan emas ilegal. SCROLL TO CONTINUE WITH CONTENT ""Sianida kemarin yang ada di Surabaya dan Pasuruan dengan total barang bukti lebih kurang 6.000 drum. Itu sekitar 20 kontainer. Ini merupakan pengungkapan sianida terbesar selama ini yang pernah kita ungkap,"" ungkap Nunung. Nunung menuturkan, pihaknya kini tengah mendalami perizinan impor bahan kimia berbahaya jenis sodium cyanide itu. Direktur perusahaan, pria SE diduga mengimpor sianida dari Tiongkok menggunakan dokumen perusahaan pertambangan emas yang tidak berproduksi. ""Saat ini kita juga akan melakukan pendalaman terkait dengan perizinan impor. Perizinan impor dan kegiatan importir yaitu kuota dari importir umum,"" ucap Nunung. Dia menuturkan, sejatinya hanya ada dua perusahaan yang sudah ditunjuk oleh pemerintah untuk mengimpor bahan kimia berbahaya itu secara sah atau legal. Diantaranya perusahaan BUMN PT PPI dan PT Sarinah. ""Jadi kalau pun toh ada pihak lain yang mengimpor sianida dari luar negeri, dia harus digunakan untuk kepentingan sendiri yaitu perusahaan yang sudah memiliki izin dari Kementerian Perdagangan,"" tutur Nunung. Nunung menyebut SE diduga menggunakan izin perusahaan pertambangannya yang sudah habis. Selain itu, bahan kimia itu tidak digunakannya sendiri, namun dijual kepada pihak-pihak lain. ""Kita juga akan mengembangkan ini kepada para penerima atau supplier. Supplier-nya ini sebagian besar berada di daerah Indonesia Timur, khususnya di Selawesi Utara, di Gorontalo, di Sulteng, dan daerah Kalimantan Tengah,"" pungkas Nunung. Tersangka SE kini ditahan di Rumah Tahanan (Rutan) Bareskrim Polri. Akibat perbuatannya SE terancam dijerat dengan Pasal 24 ayat (1) Juncto Pasal 106 Undang-Undang Nomor 7 Tahun 2014 tentang Perdagangan. Dengan ancaman pidana penjara paling lama 4 tahun atau denda paling banyak Rp10 miliar. Kemudian, Pasal 8 ayat (1) huruf a, e, dan f Juncto Pasal 62 ayat (1) Undang-Undang Nomor 8 Tahun 1999 tentang Perlindungan Konsumen. Dengan ancaman pidana penjara paling lama 5 tahun atau denda paling banyak Rp2 miliar. Dilansir detikJatim, pengungkapan itu bermula dari adanya informasi perdagangan bahan kimia berbahaya jenis sodium cyanide (sianida). Pada 11 April 2025 polisi mendalami sebuah gudang milik PT SHC di Surabaya dengan memintai keterangan sejumlah orang, salah satunya SE yang merupakan direktur PT itu. Untuk omzet perdagangan gelap sianida itu disebutkan nominalnya mencapai miliaran rupiah. Bahkan, dalam kurun waktu 1 tahun beroperasi perusahaan itu telah meraup omzet puluhan miliar rupiah. "
detik.com,https://news.detik.com/berita/d-7914225/bukan-serahkan-ke-leasing-debt-collector-ini-malah-jual-motor-sitaan,"Bukan Serahkan ke Leasing, Debt Collector Ini Malah Jual Motor Sitaan",14 Mei 2025,"Polisi menangkap M alias A (39) dan F (35), komplotan penagih utang (debt collector) yang menjual motor dari penunggak cicilan. Para pelaku menyita motor dari korban dan tak langsung menyerahkannya ke pihak leasing. Kasi Humas Polres Metro Jakarta Selatan Kompol Murodih mengatakan kedua pelaku menarik paksa motor dari korban yang diduga menunggak cicilan. Bukannya menyerahkan motor itu ke leasing, kedua pelaku malah menjual motor korban. Pada Jumat (9/5/2025), pukul 23.00 WIB, polisi mendapat informasi adanya jual beli kendaraan bermotor tak dilengkapi surat-surat. Polisi kemudian melakukan pemantauan dan mendapati kedua tersangka serta barang bukti 2 unit motor Yamaha Aerox dan Honda Scoopy yang tak dilengkapi surat-surat. SCROLL TO CONTINUE WITH CONTENT ""Di sana penyidik melakukan pengecekan, baik nomor rangka maupun nomor mesin. Yang kedua tersebut di mana dalam pengecekan bahwa pemilik satu unit motor Yamaha Aerox adalah milik Saudari Dwi Ningsih yang mana hilang pada tahun 2020 waktu itu ya di Pasar Ciputat, Tangerang Selatan. Namun korban tidak melaporkan atas kehilangan motor tersebut ya,"" ucap Kompol Murodih saat jumpa pers di Jaksel, Rabu (14/5). Kemudian, ditemukan Honda Scoopy atas kepemilikan Rizka Jennifer Sekandu, yang hilang pada Agustus 2023 di Pologadung, Jakarta Timur. Namun korban juga tidak melaporkan tentang kehilangan motornya tersebut. Polisi pun menangkap kedua tersangka pada Jumat (9/5), pukul 23.00 WIB, di Warkop Deplu, Jaksel. Tersangka M berperan menjual satu unit motor Yamaha Aerox yang tak dilengkapi surat-surat yang didapat dari Boby yang masih buron dalam kasus ini. ""Pelaku juga selaku DC (debt collector) sering menarik unit motor yang menunggak pembayaran cicilan, yang kemudian oleh pelaku motor tarik tersebut dijual tanpa surat. Ya jadi mereka dia ada perintah untuk menarik tapi tidak disalurkan kepada prosesnya, mereka jual sendiri,"" jelasnya. F berperan membantu M untuk menjual motor melalui Facebook. Kasus tindak tindak pidana pencurian dengan pemberatan ini diungkap berdasar laporan polisi bernomor LP/A/14/V/2025/Polres Metro Jakarta Selatan pada 10 Mei 2025. ""Untuk perannya dia (F) sebagai membantu menjualkan motor dari tersangka M alias S ke akun Facebook. Jadi mereka menggunakan akun Facebook,"" ungkapnya. Pada kesempatan yang sama, Kanit Resmob Satreskrim Polres Metro Jakarta Selatan AKP Bima Sakti menjelaskan modus operandi kedua tersangka. Tersangka Mufrohudin sebagai debt collector mencari korban melalui aplikasi. ""Tersangka M yaitu yang bersangkutan sebagai debt collector di sini dilengkapi baik dari ID, surat kuasa, maupun aplikasi. Yang di mana tersangka M ini dia mencari korban melalui aplikasi. Lalu unit tersebut diambil apabila pengendara tidak sesuai dengan dokumen tersebut,"" kata AKP Bima. Namun M tidak menyerahkan unit tersebut ke pihak leasing. M bekerja sama dengan F untuk menjual sendiri motor hasil sitaannya. ""Namun yang seharusnya kegiatan tersebut sesuai dengan aturan tetapi tersangka M ini dia tidak menyerahkan unit tersebut ke pihak leasing, melainkan tersangka M bersama tersangka F di sini menjual sendiri terkait unit yang berhasil diamankan tadi,"" ucapnya. Imbasnya, kedua tersangka dikenai Pasal 481 subsider Pasal 480 KUHP tentang tindak pidana pertolongan jahat dengan ancaman 7 tahun penjara.  Lihat juga Video 'Pria di Gorontalo Tikam Debt Collector gegara Kesal Motornya Pernah Ditarik': [Gambas:Video 20detik]"
detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-7913441/curiga-istri-diperhatikan-saat-belanja-pria-di-labura-todongkan-parang-ke-teman,"Curiga Istri Diperhatikan saat Belanja, Pria di Labura Todongkan Parang ke Teman",14 Mei 2025,"Seorang pria di Kabupaten Labuhanbatu Utara (Labura), Sumatera Utara (Sumut) Ahmad Harahap (53) mengancam temannya, Soeman (54) menggunakan parang saat tengah berbelanja. Peristiwa itu dipicu karena AH curiga korban memperhatikan istrinya. Kanit Reskrim Polsek Aek Natas Ipda Bambang Wahyudi menyebut peristiwa itu terjadi di pasar sore Lingkungan Sukamaju, Kecamatan Aek Natas, Rabu (13/11/2024). Sementara pelaku diamankan pada 12 Mei 2025. ""Diamankan 12 Mei. Dia (pelaku) ini sopir, jadi keberadaannya jarang di tempat, sudah lama kita cari,"" kata Bambang saat dikonfirmasi detikSumut, Rabu (14/5/2025). SCROLL TO CONTINUE WITH CONTENT Bambang menyebut korban dan istrinya juga tengah berbelanja di pasar tersebut. Saat berpapasan, Ahmad merasa korban terus melihat ke arah istrinya. Alhasil, pelaku mengacungkan parang yang dibawanya ke arah korban sambil berkata ""kau tahan sama ini"". Sempat terjadi cekcok antara keduanya di lokasi tersebut. ""Motifnya, begitu kami tanya ke pelaku, mereka sama-sama belanja, si korban melihat ke arah mereka ke arah pelaku dan istrinya, perasaan si pelaku ini, si korban nengokin istrinya, jadi dia langsung emosi. Mereka saling kenal, pelaku ngaku main-main (saat todongkan sajam),"" ujarnya. Atas kejadian itu, korban merasa tidak senang dan membuat laporan ke Polsek Aek Natas pada hari yang sama. Pihak kepolisian lalu menyelidiki kasus tersebut dan mencari keberadaan pelaku hingga akhirnya mengamankannya di Jalinsum Bandar Durian Kecamatan Aek Natas saat mengemudikan truk. ""Petugas menghentikan perjalanan pelaku dan terhadap pelaku langsung diamankan ke Polsek Aek Natas guna proses pemeriksaan,"" pungkasnya.  "
detik.com,https://news.detik.com/berita/d-7910727/polisi-tangkap-2-pemalak-berkedok-pak-ogah-di-kemayoran-jakpus,Polisi Tangkap 2 Pemalak Berkedok 'Pak Ogah' di Kemayoran Jakpus,12 Mei 2025,"Polisi menangkap 2 pria berinisial RH (27) dan AF (31) yang kerap memalak pengendara dengan modus berpura-pura mengatur lalu lintas di kawasan Jembatan Marto, Kelurahan Kebon Kosong, Kemayoran, Jakarta Pusat. Polisi menangkap mereka setelah mendapat laporan dari masyarakat. Kapolsek Kemayoran Kompol Agung Ardiansyah menyatakan tindakan tegas terhadap aksi premanisme akan terus dilakukan. Dalam kasus ini, modus dengan berpura-pura menjadi tukang parkir telah meresahkan masyarakat. ""Kami tidak akan memberikan ruang bagi para pelaku premanisme. Modus menjadi 'Pak Ogah' untuk memalak pengendara sangat meresahkan dan akan kami tindak tegas,"" ujar Agung dalam keterangannya kepada wartawan, Senin (12/5/2025). SCROLL TO CONTINUE WITH CONTENT Kanit Reskrim Polsek Kemayoran Iptu Budi Setiadi mengatakan kedua pelaku ditangkap pada Sabtu (10/5). Polisi juga menyita uang tunai yang diduga sebagai hasil pemalakan. ""Kami langsung bergerak ke lokasi dan mengamankan dua pelaku beserta barang bukti uang sebesar Rp 35 ribu yang diduga hasil pemalakan,"" ucapnya. Akibat perbuatannya, kedua pelaku dijerat dengan Pasal 368 Kitab Undang-Undang Hukum Pidana (KUHP) tentang Pemerasan dengan ancaman hukuman pidana penjara paling lama 9 tahun. Polisi juga akan mendalami kemungkinan adanya pelaku lain yang terlibat dalam aktivitas serupa.  Lihat juga Video: Sopir Alphard Ribut dengan Pak Ogah di Semarang, Ini Penyebabnya [Gambas:Video 20detik] "
detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-7908337/cabuli-bocah-tetangga-saat-bayar-tagihan-wifi-pemuda-di-sidimpuan-ditangkap,"Cabuli Bocah Tetangga saat Bayar Tagihan WiFi, Pemuda di Sidimpuan Ditangkap",10 Mei 2025,"Seorang pemuda di Kota Padangsidimpuan, Sumatera Utara (Sumut) berinisial AAN (21) mencabuli bocah perempuan berusia enam tahun yang merupakan tetangganya. Saat itu, korban hendak membayar tagihan wifi ke rumah pelaku. Kapolres Padangsidimpuan AKBP Wira Prayatna menyebut peristiwa itu terjadi pada Selasa (6/5/2025). Saat itu, korban disuruh orangtuanya untuk membayar tagihan wifi ke rumah AAN yang berdekatan dengan rumahnya. ""Pelapor menyuruh korban untuk membayar tagihan wifi ke rumah terlapor yang berada tepat di samping rumah pelapor,"" kata Wira, Sabtu (10/5). SCROLL TO CONTINUE WITH CONTENT Setibanya di rumah, korban mengeluhkan sakit pada bagian kemaluannya. Saat diinterogasi, korban mengaku bahwa dirinya dicabuli pelaku dengan cara memasukkan tangannya ke kemaluan korban. ""Korban menceritakan bahwa telah dicabuli oleh terlapor dengan cara terlapor memasukkan jarinya ke kemaluan anak pelapor sambil menutup mulut anak pelapor,"" ujarnya. Atas kejadian itu, orang tua korban membuat laporan ke Polres Padangsidimpuan. Pihak kepolisian pun menyelidiki laporan itu dan langsung menangkap pelaku. Usai ditangkap, pelaku diboyong ke kantor polisi untuk proses pemeriksaan lebih lanjut. ""Berdasarkan hasil penyelidikan dan penyidikan, terhadap perkara ini cukup bukti dan terhadap pelaku berhasil ditangkap oleh Tim Resmob Polres Padangsidimpuan,"" pungkasnya. "
detik.com,https://news.detik.com/berita/d-7907762/ibu-dan-pacarnya-yang-aniaya-balita-hingga-tewas-berprofesi-sebagai-pengamen,Ibu dan Pacarnya yang Aniaya Balita hingga Tewas Berprofesi sebagai Pengamen,09 Mei 2025,"Polisi mengungkap profesi ibu kandung inisial N dan sang pacar berinisial E yang diduga menganiaya anak perempuannya usia dua tahun hingga meninggal dunia. Keduanya berprofesi sebagai pengamen di kawasan Blok M, Jakarta Selatan. Kanit PPA Polres Jakarta Selatan AKP Citra Ayu mengatakan, N dan keluarganya tidak memiliki rumah tetap. Mereka mengaku sehari-hari mengamen hingga menjual bunga mawar untuk memenuhi kebutuhan sehari-hari. ""Untuk lokasi tinggalnya, jadi memang yang bersangkutan ini kerjanya tidak tetap. Jadi kadang mengamen, kemudian jual mawar di pinggir jalan itu. Untuk tempat tinggalnya, mereka ini pindah-pindah,"" kata AKP Citra Ayu kepada wartawan di Mapolres Jakarta Selatan, Jumat (9/5/2025). SCROLL TO CONTINUE WITH CONTENT Sampai sebelum diamankan dan diperiksa polisi, mereka tinggal di dekat underpass Blok M. Mereka sering berpindah karena tak memiliki rumah atau kontrakan. ""Terakhir ini sampai kejadian, mereka tinggal di bawah kolong jembatan, underpass Blok M itu,"" jelasnya. Citra mengungkap, N merupakan ibu kandung korban. Dia memiliki dua anak. Anaknya yang berusia lima tahun yang kini dititipkan di rumah aman dan anaknya yang berusia dua tahun menjadi korban penganiayaan. ""Mereka ini, jadi bapak kandungnya itu, mereka sudah pisah. Ibunya bawa kabur anaknya. Kemudian cowoknya ini, dia bukan suami juga karena tidak ada pernikahan, mungkin pacarnya atau bapak sambung,"" ungkapnya. Polisi sampai saat ini masih melakukan penyelidikan. Mereka masih mencari apa penyebab korban meninggal dunia. ""Jadi memang sudah sering melakukan kekerasan. Baik itu mencubit, memukul pakai gitar, menempeleng, menabok. Kemudian beberapa saksi ini memang sering melihat di tubuh korban ini, bahkan sebulan sebelum ini saksi memang sudah membawa korban ke puskesmas karena atas dasar kemanusiaan tidak tega,"" jelasnya. Sebelumnya, polisi sempat mendapat keterangan jika terduga pelaku pernah mengaku kepada saksi bahwa luka di tubuh korban karena ulah kakaknya. Namun saksi merasa banyak kejanggalan. ""Waktu itu ditanyakan oleh saksi, kenapa kok anaknya bisa seperti ini? Alasannya karena berantem sama kakaknya, tapi ya mencurigakan lah. Jadi memang perbuatannya, tindakannya, walaupun masih belum kita ketahui pasti penyebab kematiannya apa, tapi memang sudah akumulatif tindakan kekerasan yang dilakukan oleh kedua orang tersebut,"" ungkap dia.  Lihat juga Video 'Polisi Ungkap Kronologi Balita di Tangerang Tewas Dibakar Pacar Ibunya': [Gambas:Video 20detik] "
detik.com,https://news.detik.com/berita/d-7907455/balita-2-tahun-tewas-diduga-dianiaya-ibu-kandung-dan-kekasihnya-di-jaksel,Balita 2 Tahun Tewas Diduga Dianiaya Ibu Kandung dan Kekasihnya di Jaksel,09 Mei 2025,"Balita perempuan berusia dua tahun di Blok M, Jakarta Selatan, meninggal dunia diduga dianiaya ibu kandung dan kekasihnya berinisial N dan E. Polres Metro Jakarta Selatan turun tangan menyelidiki kasus tersebut. Kasi Humas Polres Metro Jakarta Selatan Kompol Murodih mengatakan kasus ini terungkap saat anak dibawa ke puskesmas di Kebayoran Baru. Petugas puskesmas mengecek kondisi anak dan langsung melaporkannya ke polisi. ""Yang pertama memang dalam kondisi luka-luka, luka lebam, kemudian juga ada tangan terkilir. Dan juga dilihat bahwa anak tersebut sudah tidak bernyawa. Nah, dengan adanya kondisi seperti itu, dari pihak puskesmas melaporlah ke pihak kepolisian,"" kata Kompol Murodih yang didampingi Kanit PPA AKP Citra Ayu di Mapolres Jakarta Selatan, Jumat (9/5/2025). SCROLL TO CONTINUE WITH CONTENT Murodih mengatakan laporan itu diterima polisi pada Rabu (7/5). Polisi kemudian mengamankan N dan E dan saat ini masih menjalani pemeriksaan. ""Pihak kepolisian merespons segera, datang ke TKP sana, kemudian betul memang kondisinya seperti itu. Setelah itu dari pihak kepolisian mengamankan ya di samping kedua orang tuanya,"" ucap dia. Korban dibawa ke RS Polri Kramat Jati, Jakarta Timur, untuk diautopsi. Sementara ini polisi baru mendapat keterangan saksi yang mengarah adanya dugaan tindak kekerasan orang tua kepada anak. ""Nah, setelah itu ada beberapa saksi yang sudah diminta keterangan. Yang memang juga dari hasil keterangan saksi mengarahkan bahwa itu ada tindak kekerasan,"" jelas Murodih. Untuk diketahui, N merupakan ibu korban. N memiliki dua anak yang berusia 2 tahun dan 5 tahun. Sedangkan E adalah pacar N yang juga kerap membersamai anak-anaknya. ""Mereka ini, jadi bapak kandungnya itu, mereka sudah pisah. Ibunya bawa kabur anaknya. Kemudian cowoknya ini, dia bukan suami juga karena tidak ada pernikahan, mungkin pacarnya atau bapak sambung,"" kata AKP Citra Ayu. Lihat Video 'Polisi Ungkap Kronologi Balita di Tangerang Tewas Dibakar Pacar Ibunya': [Gambas:Video 20detik] "
detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-7905170/modus-ancam-sebar-video-mesum-4-pria-di-simalungun-perkosa-remaja-13-tahun,"Modus Ancam Sebar Video Mesum, 4 Pria di Simalungun Perkosa Remaja 13 Tahun",08 Mei 2025,"Seorang remaja perempuan berusia 13 tahun di Kabupaten Simalungun, Sumatera Utara (Sumut), menjadi korban pemerkosaan empat pria. Para pelaku melancarkan aksinya dengan modus mengancam akan menyebarkan video mesum korban. Kapolres Simalungun AKBP Marganda mengatakan peristiwa itu terjadi pada Minggu (4/5/2025) sekitar pukul 00.30 WIB. Adapun keempat pelaku adalah AS (26), JS (26), KL (26), dan TB (24). ""Keempat tersangka melakukan pencabulan dengan modus operandi mengancam akan menyebarkan video korban dalam kondisi kancing baju terbuka sedang berpelukan dengan seorang laki-laki di dalam rumah orangtuanya yang direkam tersangka AS,"" ujar kata Marganda, Kamis (8/5). SCROLL TO CONTINUE WITH CONTENT Marganda menyebut peristiwa itu berawal saat AS menghubungi tiga pelaku lainnya yang tengah minum tuak. Lalu, AS menyuruh pelaku KL untuk melihat korban yang membawa laki-laki ke rumah orangtuanya. Keempat tersangka kemudian mendatangi rumah korban dengan berboncengan sepeda motor. Setibanya di lokasi, para tersangka menyuruh korban membuka pintu rumah. Setelah pintu terbuka, mereka melihat empat laki-laki berada di dalam kamar korban. Para tersangka pun langsung mengusir keempat laki-laki tersebut keluar dari rumah korban. ""Setelah memastikan tidak ada lagi orang lain di rumah, tersangka KL membujuk korban untuk melakukan persetubuhan dengannya dengan janji akan meminta AS menghapus video yang telah direkam. Merasa ketakutan, korban terpaksa melayani permintaan keempat tersangka dan dicabuli secara bergiliran di dalam kamarnya,"" jelasnya. Usai melampiaskan nafsunya, keempat pelaku meninggalkan korban. Sebelum pergi, pelaku AS mengatakan akan menjemput korban keesokan malamnya. Atas kejadian itu, korban membuat laporan ke polisi. Pihak kepolisian pun melakukan penyelidikan dan menangkap keempat pelaku. Saat ini, keempatnya telah ditetapkan menjadi tersangka dan dijerat UU Perlindungan Anak dengan ancaman hukuman maksimal 15 tahun penjara. ""Keempat tersangka sudah ditahan. Polres Simalungun juga berkoordinasi dengan Dinas Pemberdayaan Perempuan dan Perlindungan Anak Simalungun untuk penanganan trauma korban secara psikologis,"" pungkasnya."
detik.com,https://news.detik.com/berita/d-7904674/polda-metro-jelaskan-perkembangan-kasus-dugaan-pelecehan-rektor-up-nonaktif,Polda Metro Jelaskan Perkembangan Kasus Dugaan Pelecehan Rektor UP Nonaktif,07 Mei 2025,"Direktorat Reserse Kriminal Umum (Ditreskrimum) Polda Metro Jaya memberi penjelasan terkait perkembangan kasus dugaan pelecehan Rektor Universitas Pancasila nonaktif, Edie Toet Hendratno. Polda Metro mengatakan pihaknya masih akan melakukan pemeriksaan sejumlah saksi. ""Memang di dalam proses penyidikan kami masih terdapat beberapa hal yang masih ditemukan tadi kekurangan, sehingga nantinya kami akan menambahkan beberapa keterangan saksi,"" kata Dirkrimum Polda Metro Jaya, Kombes Wira Satya Triputra kepada wartawan, Rabu (7/5/2025). Wira mengatakan, Direktorat Tindak Pidana Perempuan dan Anak dan Pidana Perdagangan Orang (Dittipid PPA-PPO) Bareskrim Polri turut memberikan asistensi terhadap kasus ini. Saat ini pihaknya masih melakukan pendalaman. SCROLL TO CONTINUE WITH CONTENT ""Kami juga dibackup atau di asistensi oleh Direktorat PPA-PPO, kemudian rekan-rekan dari Bidpropam mendapatkan masukan, sehingga diharapkan nanti kita mendapatkan hasil penyidikan yang lebih komprehensif. Nanti dalam pembuktian yang lain untuk memberikan hasil yang lebih,"" jelas Wira. Kasus dugaan pelecehan ini sendiri sudah naik ke tahap penyidikan. Rektor UP nonaktif, Edie Toet Hendratno juga sudah beberapa kali diperiksa terkait kasus tersebut. Korban Minta Rektor UP Nonaktif Jadi Tersangka Korban dugaan pelecehan dugaan pelecehan seksual yang dilakukan Edie Toet diperiksa Polda Metro Jaya pekan kemarin. Pihak korban menduga ada sembilan orang korban pelecehan. ""Kami menyampaikan ada sembilan korban dan yang berani melaporkan hanya dua korban. Tapi 7 dari itu tidak berani, dalam hal ini ya konsekuensi hukum yang mereka pikirkan juga akan berdampak, apalagi yang mereka laporkan ini adalah seorang petinggi, begitu, itu makanya dari 7 ini belum ada yang melaporkan,"" kata kuasa hukum korban, Yansen Ohoirat, di Polda Metro Jaya, dikutip Kamis (20/6). Kedua korban yang melaporkan adalah wanita DF dan RZ. Mereka sudah menjalani pemeriksaan lanjutan di Polda Metro Jaya, Rabu (19/6). Mereka dimintai keterangan sebagai saksi setelah kasus tersebut naik ke tahap penyidikan. ""Kurang lebih ada 20 pertanyaan dan 20 pertanyaan tersebut telah dijawab dengan baik dan benar. Artinya, di sini sudah dari korban sudah melakukan menjelaskan hak-hak hukumnya sebagai perempuan dan seorang pelapor,"" ujarnya. Yansen meminta pihak kepolisian mengusut tuntas laporan yang ada. Dia juga meminta polisi segera menetapkan Edi Toet sebagai tersangka atas dugaan pelecehan yang dilakukan. ""Memang tujuan untuk mencari keadilan itu bahwa ketika mencari dan menemukan bukti ya, itu maka dia akan tentukan siapa tersangkanya. Dan dari tersangka sendiri kan yang pasti kita laporkan adalah nonaktif rektor yang bersangkutan ya. Sudah pasti arahnya ke situ,"" kata diam ""Bahwa kami berharap ini bisa berproses dengan cepat dan tentukan siapa tersangkanya, agar publik pun bisa mengetahui fakta yang sebenarnya seperti apa,"" imbuhnya. Bantahan Rektor UP Nonaktif soal Kasus Sementara itu, kuasa hukum Edie Toet Hendratno, Faizal Hafied, menuding pelaporan yang dilayangkan kepada kliennya kental akan politisasi kampus. Sebab, lanjut Faizal, pelaporan dibuat saat momen pemilihan rektor baru. ""Jadi ini kental sekali karena ada pemilihan rektor di bulan Maret ini, ada pelaporan pelaporan sehingga mendiskreditkan klien kami sehingga ini merupakan juga pembunuhan karakter bagi klien kami yang seharusnya klien kami dengan prestasinya masih bisa melanjutkan untuk proses selanjutnya,"" kata Faizal di Polda Metro Jaya, Kamis (29/2). Faizal enggan merespons kronologi dugaan pelecehan yang sempat diungkap korban beberapa waktu lalu. Namun Faizal mempertanyakan alasan laporan tersebut baru dibuat oleh pihak korban. Dia menyebutkan pelaporan yang ada menjadi pembunuhan karakter kliennya menjelang pemilihan rektor.  Simak juga Video: Kemendiktisaintek soal Dugaan Pelecehan Eks Rektor UP: Tak Ada Toleransi! [Gambas:Video 20detik] "
detik.com,https://news.detik.com/foto-news/d-6804812/potret-si-kembar-rihana-dan-rihani-ditangkap-usai-22-hari-memburon,Potret Si Kembar Rihana dan Rihani Ditangkap Usai 22 Hari Memburon,2023-07-04,Jakarta - Polisi menangkap si kembar Rihana-Rihani tersangka penipuan jual beli iPhone dengan kerugian Rp 35 miliar. Keduanya ditangkap di apartemen M Town Gading Serpong
detik.com,https://news.detik.com/foto-news/d-6804812/potret-si-kembar-rihana-dan-rihani-ditangkap-usai-22-hari-memburon,Potret Si Kembar Rihana dan Rihani Ditangkap Usai 22 Hari Memburon,2023-07-04,Jakarta - Polisi menangkap si kembar Rihana-Rihani tersangka penipuan jual beli iPhone dengan kerugian Rp 35 miliar. Keduanya ditangkap di apartemen M Town Gading Serpong
detik.com,https://news.detik.com/foto-news/d-5952012/deretan-wajah-tersangka-narkotika-yang-ditangkap-di-bandung,Deretan Wajah Tersangka Narkotika yang Ditangkap di Bandung,2022-02-21,Kabupaten Bandung - Satres Narkoba Polresta Bandung berhasil mengungkap pengedaran narkotika di Kabupaten Bandung. Sebanyak 14 orang menjadi tersangka dalam kurun waktu dua pekan.
detik.com,https://news.detik.com/foto-news/d-5917093/3-pria-ini-diringkus-polisi-usai-rampok-perkosa-wanita-paruh-baya,3 Pria Ini Diringkus Polisi Usai Rampok-Perkosa Wanita Paruh Baya,2022-01-27,"Sukabumi - Tiga orang pria berinisial T alias K, HU dan RA alias R asal Sukabumi ditangkap Polres Sukabumi Kota usai merampok dan perkosa wanita paruh baya."
