id,token,postag,entity
D0001,tindak,NOUN,
D0001,pidana,NOUN,
D0001,konten,NOUN,
D0001,film,NOUN,
D0001,porno,NOUN,
D0001,akses,NOUN,
D0001,anakanak,NOUN,
D0001,akses,NOUN,
D0001,orang,NOUN,
D0001,dewasa,ADJ,
D0001,picu,NOUN,
D0001,tindak,NOUN,
D0001,kriminalitas,NOUN,
D0001,hadap,NOUN,
D0001,orang,NOUN,
D0001,anak,NOUN,
D0001,akses,NOUN,
D0001,lihat,VERB,
D0001,handphone,NOUN,
D0001,timbul,VERB,
D0001,efek,NOUN,
D0001,signifikan,ADJ,
D0001,hadap,NOUN,
D0001,pengaruh,NOUN,
D0001,imam,NOUN,
D0001,kontrol,NOUN,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,timbul,ADJ,
D0001,maju,VERB,
D0001,teknologi,NOUN,
D0001,bendung,NOUN,
D0001,gaul,NOUN,
D0001,anak,NOUN,
D0001,butuh,VERB,
D0001,kontrol,NOUN,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,pantau,NOUN,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,tang,NOUN,
D0001,lihat,VERB,
D0001,medsos,NOUN,
D0001,natural,ADJ,
D0001,azwar,NOUN,
D0001,sangka,VERB,
D0001,hukum,NOUN,
D0001,keluarga,NOUN,
D0001,korban,NOUN,
D0001,timpal,NOUN,
D0001,ancam,NOUN,
D0001,pidana,NOUN,
D0001,ancam,NOUN,
D0001,pidana,NOUN,
D0001,beda,VERB,
D0001,orang,NOUN,
D0001,dewasa,NOUN,
D0001,anak,NOUN,
D0001,bangsa,NOUN,
D0001,tindak,NOUN,
D0001,pidana,NOUN,
D0001,negara,NOUN,
D0001,pikir,NOUN,
D0001,hidup,NOUN,
D0001,anak,NOUN,
D0001,hukum,NOUN,
D0001,adil,ADJ,
D0001,korban,NOUN,
D0001,keluarga,NOUN,
D0001,korban,NOUN,
D0001,sangka,VERB,
D0001,hukum,NOUN,
D0001,harap,NOUN,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,kontrol,NOUN,
D0001,awas anak,NOUN,
D0001,peran,NOUN,
D0001,orang,NOUN,
D0001,dewasa,ADJ,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,minimal,ADJ,
D0001,orang,NOUN,
D0001,tua,ADJ,
D0001,giat,VERB,
D0001,positif,ADJ,
D0001,anak,NOUN,
D0001,awas,NOUN,
D0001,pungkas,VERB,
D0002,laku,NOUN,
D0002,bunuh,VERB,
D0002,perkosa,NOUN,
D0002,aa,PROPN,
D0002,14,NUM,
D0002,orang,NOUN,
D0002,remaja,NOUN,
D0002,putri,NOUN,
D0002,kubur,NOUN,
D0002,cina,PROPN,
D0002,palembang,PROPN,
D0002,tangkap,NOUN,
D0002,sangka,NOUN,
D0002,sangka,NOUN,
D0002,rupa,NOUN,
D0002,anak,NOUN,
D0002,umur,NOUN,
D0002,korban,NOUN,
D0002,hukum,NOUN,
D0002,universitas,NOUN,
D0002,taman,NOUN,
D0002,siswa,NOUN,
D0002,palembang,PROPN,
D0002,dr,PROPN,
D0002,azwar,NOUN,
D0002,agus,NOUN,
D0002,prihatin,NOUN,
D0002,bunuh,VERB,
D0002,remaja,NOUN,
D0002,putri,NOUN,
D0002,laku,NOUN,
D0002,remaja,NOUN,
D0002,lakilaki,NOUN,
D0002,usia,NOUN,
D0002,baya,NOUN,
D0002,korban,NOUN,
D0002,prihatin,NOUN,
D0002,lihat,VERB,
D0002,aspek,NOUN,
D0002,hukum,NOUN,
D0002,jahat,NOUN,
D0002,bendung,NOUN,
D0002,iring,NOUN,
D0002,kembang,NOUN,
D0002,ilmu,NOUN,
D0002,teknologi,NOUN,
D0002,peran,NOUN,
D0002,media,NOUN,
D0002,sosial,NOUN,
D0002,salah,ADJ,
D0002,sangka,VERB,
D0002,akses,NOUN,
D0002,film,NOUN,
D0002,biru,ADJ,
D0002,porno,NOUN,
D0002,kamis,NOUN,
D0002,592024,NUM,
D0002,scroll,NOUN,
D0002,to,PROPN,
D0002,continue,X,
D0002,with,X,
D0002,content,X,
D0002,kontenkonten,X,
D0002,negatif,ADJ,
D0002,seksual,NOUN,
D0002,hindar,NOUN,
D0002,picu,NOUN,
D0002,jahat,NOUN,
D0002,bukti,NOUN,
D0002,anak,NOUN,
D0002,akses,NOUN,
D0002,kontenkonten,NOUN,
D0002,pornografi,NOUN,
D0002,picu,NOUN,
D0002,tindak,NOUN,
D0002,pidana,NOUN,
D0002,konten,NOUN,
D0002,film,NOUN,
D0002,porno,NOUN,
D0002,akses,NOUN,
D0002,anakanak,NOUN,
D0002,akses,NOUN,
D0002,orang,NOUN,
D0002,dewasa,ADJ,
D0002,picu,NOUN,
D0002,tindak,NOUN,
D0002,kriminalitas,NOUN,
D0002,hadap,NOUN,
D0002,orang,NOUN,
D0002,anak,NOUN,
D0002,akses,NOUN,
D0002,lihat,VERB,
D0002,handphone,NOUN,
D0002,timbul,VERB,
D0002,efek,NOUN,
D0002,signifikan,ADJ,
D0002,hadap,NOUN,
D0002,pengaruh,NOUN,
D0002,imam,NOUN,
D0002,kontrol,NOUN,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,timbul,ADJ,
D0002,maju,VERB,
D0002,teknologi,NOUN,
D0002,bendung,NOUN,
D0002,gaul,NOUN,
D0002,anak,NOUN,
D0002,butuh,VERB,
D0002,kontrol,NOUN,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,pantau,NOUN,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,tang,NOUN,
D0002,lihat,VERB,
D0002,medsos,NOUN,
D0002,natural,ADJ,
D0002,azwar,NOUN,
D0002,sangka,VERB,
D0002,hukum,NOUN,
D0002,keluarga,NOUN,
D0002,korban,NOUN,
D0002,timpal,NOUN,
D0002,ancam,NOUN,
D0002,pidana,NOUN,
D0002,ancam,NOUN,
D0002,pidana,NOUN,
D0002,beda,VERB,
D0002,orang,NOUN,
D0002,dewasa,NOUN,
D0002,anak,NOUN,
D0002,bangsa,NOUN,
D0002,tindak,NOUN,
D0002,pidana,NOUN,
D0002,negara,NOUN,
D0002,pikir,NOUN,
D0002,hidup,NOUN,
D0002,anak,NOUN,
D0002,hukum,NOUN,
D0002,adil,ADJ,
D0002,korban,NOUN,
D0002,keluarga,NOUN,
D0002,korban,NOUN,
D0002,sangka,VERB,
D0002,hukum,NOUN,
D0002,harap,NOUN,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,kontrol,NOUN,
D0002,awas anak,NOUN,
D0002,peran,NOUN,
D0002,orang,NOUN,
D0002,dewasa,ADJ,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,minimal,ADJ,
D0002,orang,NOUN,
D0002,tua,ADJ,
D0002,giat,VERB,
D0002,positif,ADJ,
D0002,anak,NOUN,
D0002,awas,NOUN,
D0002,pungkas,VERB,
D0003,laku,NOUN,
D0003,bunuh,VERB,
D0003,perkosa,NOUN,
D0003,aa,PROPN,
D0003,14,NUM,
D0003,orang,NOUN,
D0003,remaja,NOUN,
D0003,putri,NOUN,
D0003,kubur,NOUN,
D0003,cina,PROPN,
D0003,palembang,PROPN,
D0003,tangkap,NOUN,
D0003,sangka,NOUN,
D0003,sangka,NOUN,
D0003,rupa,NOUN,
D0003,anak,NOUN,
D0003,umur,NOUN,
D0003,korban,NOUN,
D0003,hukum,NOUN,
D0003,universitas,NOUN,
D0003,taman,NOUN,
D0003,siswa,NOUN,
D0003,palembang,PROPN,
D0003,dr,PROPN,
D0003,azwar,NOUN,
D0003,agus,NOUN,
D0003,prihatin,NOUN,
D0003,bunuh,VERB,
D0003,remaja,NOUN,
D0003,putri,NOUN,
D0003,laku,NOUN,
D0003,remaja,NOUN,
D0003,lakilaki,NOUN,
D0003,usia,NOUN,
D0003,baya,NOUN,
D0003,korban,NOUN,
D0003,prihatin,NOUN,
D0003,lihat,VERB,
D0003,aspek,NOUN,
D0003,hukum,NOUN,
D0003,jahat,NOUN,
D0003,bendung,NOUN,
D0003,iring,NOUN,
D0003,kembang,NOUN,
D0003,ilmu,NOUN,
D0003,teknologi,NOUN,
D0003,peran,NOUN,
D0003,media,NOUN,
D0003,sosial,NOUN,
D0003,salah,ADJ,
D0003,sangka,VERB,
D0003,akses,NOUN,
D0003,film,NOUN,
D0003,biru,ADJ,
D0003,porno,NOUN,
D0003,kamis,NOUN,
D0003,592024,NUM,
D0003,scroll,NOUN,
D0003,to,PROPN,
D0003,continue,X,
D0003,with,X,
D0003,content,X,
D0003,kontenkonten,X,
D0003,negatif,ADJ,
D0003,seksual,NOUN,
D0003,hindar,NOUN,
D0003,picu,NOUN,
D0003,jahat,NOUN,
D0003,bukti,NOUN,
D0003,anak,NOUN,
D0003,akses,NOUN,
D0003,kontenkonten,NOUN,
D0003,pornografi,NOUN,
D0003,picu,NOUN,
D0003,tindak,NOUN,
D0003,pidana,NOUN,
D0003,konten,NOUN,
D0003,film,NOUN,
D0003,porno,NOUN,
D0003,akses,NOUN,
D0003,anakanak,NOUN,
D0003,akses,NOUN,
D0003,orang,NOUN,
D0003,dewasa,ADJ,
D0003,picu,NOUN,
D0003,tindak,NOUN,
D0003,kriminalitas,NOUN,
D0003,hadap,NOUN,
D0003,orang,NOUN,
D0003,anak,NOUN,
D0003,akses,NOUN,
D0003,lihat,VERB,
D0003,handphone,NOUN,
D0003,timbul,VERB,
D0003,efek,NOUN,
D0003,signifikan,ADJ,
D0003,hadap,NOUN,
D0003,pengaruh,NOUN,
D0003,imam,NOUN,
D0003,kontrol,NOUN,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,timbul,ADJ,
D0003,maju,VERB,
D0003,teknologi,NOUN,
D0003,bendung,NOUN,
D0003,gaul,NOUN,
D0003,anak,NOUN,
D0003,butuh,VERB,
D0003,kontrol,NOUN,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,pantau,NOUN,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,tang,NOUN,
D0003,lihat,VERB,
D0003,medsos,NOUN,
D0003,natural,ADJ,
D0003,azwar,NOUN,
D0003,sangka,VERB,
D0003,hukum,NOUN,
D0003,keluarga,NOUN,
D0003,korban,NOUN,
D0003,timpal,NOUN,
D0003,ancam,NOUN,
D0003,pidana,NOUN,
D0003,ancam,NOUN,
D0003,pidana,NOUN,
D0003,beda,VERB,
D0003,orang,NOUN,
D0003,dewasa,NOUN,
D0003,anak,NOUN,
D0003,bangsa,NOUN,
D0003,tindak,NOUN,
D0003,pidana,NOUN,
D0003,negara,NOUN,
D0003,pikir,NOUN,
D0003,hidup,NOUN,
D0003,anak,NOUN,
D0003,hukum,NOUN,
D0003,adil,ADJ,
D0003,korban,NOUN,
D0003,keluarga,NOUN,
D0003,korban,NOUN,
D0003,sangka,VERB,
D0003,hukum,NOUN,
D0003,harap,NOUN,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,kontrol,NOUN,
D0003,awas anak,NOUN,
D0003,peran,NOUN,
D0003,orang,NOUN,
D0003,dewasa,ADJ,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,minimal,ADJ,
D0003,orang,NOUN,
D0003,tua,ADJ,
D0003,giat,VERB,
D0003,positif,ADJ,
D0003,anak,NOUN,
D0003,awas,NOUN,
D0003,pungkas,VERB,
D0004,laku,NOUN,
D0004,bunuh,VERB,
D0004,perkosa,NOUN,
D0004,aa,PROPN,
D0004,14,NUM,
D0004,orang,NOUN,
D0004,remaja,NOUN,
D0004,putri,NOUN,
D0004,kubur,NOUN,
D0004,cina,PROPN,
D0004,palembang,PROPN,
D0004,tangkap,NOUN,
D0004,sangka,NOUN,
D0004,sangka,NOUN,
D0004,rupa,NOUN,
D0004,anak,NOUN,
D0004,umur,NOUN,
D0004,korban,NOUN,
D0004,hukum,NOUN,
D0004,universitas,NOUN,
D0004,taman,NOUN,
D0004,siswa,NOUN,
D0004,palembang,PROPN,
D0004,dr,PROPN,
D0004,azwar,NOUN,
D0004,agus,NOUN,
D0004,prihatin,NOUN,
D0004,bunuh,VERB,
D0004,remaja,NOUN,
D0004,putri,NOUN,
D0004,laku,NOUN,
D0004,remaja,NOUN,
D0004,lakilaki,NOUN,
D0004,usia,NOUN,
D0004,baya,NOUN,
D0004,korban,NOUN,
D0004,prihatin,NOUN,
D0004,lihat,VERB,
D0004,aspek,NOUN,
D0004,hukum,NOUN,
D0004,jahat,NOUN,
D0004,bendung,NOUN,
D0004,iring,NOUN,
D0004,kembang,NOUN,
D0004,ilmu,NOUN,
D0004,teknologi,NOUN,
D0004,peran,NOUN,
D0004,media,NOUN,
D0004,sosial,NOUN,
D0004,salah,ADJ,
D0004,sangka,VERB,
D0004,akses,NOUN,
D0004,film,NOUN,
D0004,biru,ADJ,
D0004,porno,NOUN,
D0004,kamis,NOUN,
D0004,592024,NUM,
D0004,scroll,NOUN,
D0004,to,PROPN,
D0004,continue,X,
D0004,with,X,
D0004,content,X,
D0004,kontenkonten,X,
D0004,negatif,ADJ,
D0004,seksual,NOUN,
D0004,hindar,NOUN,
D0004,picu,NOUN,
D0004,jahat,NOUN,
D0004,bukti,NOUN,
D0004,anak,NOUN,
D0004,akses,NOUN,
D0004,kontenkonten,NOUN,
D0004,pornografi,NOUN,
D0004,picu,NOUN,
D0004,tindak,NOUN,
D0004,pidana,NOUN,
D0004,konten,NOUN,
D0004,film,NOUN,
D0004,porno,NOUN,
D0004,akses,NOUN,
D0004,anakanak,NOUN,
D0004,akses,NOUN,
D0004,orang,NOUN,
D0004,dewasa,ADJ,
D0004,picu,NOUN,
D0004,tindak,NOUN,
D0004,kriminalitas,NOUN,
D0004,hadap,NOUN,
D0004,orang,NOUN,
D0004,anak,NOUN,
D0004,akses,NOUN,
D0004,lihat,VERB,
D0004,handphone,NOUN,
D0004,timbul,VERB,
D0004,efek,NOUN,
D0004,signifikan,ADJ,
D0004,hadap,NOUN,
D0004,pengaruh,NOUN,
D0004,imam,NOUN,
D0004,kontrol,NOUN,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,timbul,ADJ,
D0004,maju,VERB,
D0004,teknologi,NOUN,
D0004,bendung,NOUN,
D0004,gaul,NOUN,
D0004,anak,NOUN,
D0004,butuh,VERB,
D0004,kontrol,NOUN,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,pantau,NOUN,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,tang,NOUN,
D0004,lihat,VERB,
D0004,medsos,NOUN,
D0004,natural,ADJ,
D0004,azwar,NOUN,
D0004,sangka,VERB,
D0004,hukum,NOUN,
D0004,keluarga,NOUN,
D0004,korban,NOUN,
D0004,timpal,NOUN,
D0004,ancam,NOUN,
D0004,pidana,NOUN,
D0004,ancam,NOUN,
D0004,pidana,NOUN,
D0004,beda,VERB,
D0004,orang,NOUN,
D0004,dewasa,NOUN,
D0004,anak,NOUN,
D0004,bangsa,NOUN,
D0004,tindak,NOUN,
D0004,pidana,NOUN,
D0004,negara,NOUN,
D0004,pikir,NOUN,
D0004,hidup,NOUN,
D0004,anak,NOUN,
D0004,hukum,NOUN,
D0004,adil,ADJ,
D0004,korban,NOUN,
D0004,keluarga,NOUN,
D0004,korban,NOUN,
D0004,sangka,VERB,
D0004,hukum,NOUN,
D0004,harap,NOUN,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,kontrol,NOUN,
D0004,awas anak,NOUN,
D0004,peran,NOUN,
D0004,orang,NOUN,
D0004,dewasa,ADJ,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,minimal,ADJ,
D0004,orang,NOUN,
D0004,tua,ADJ,
D0004,giat,VERB,
D0004,positif,ADJ,
D0004,anak,NOUN,
D0004,awas,NOUN,
D0004,pungkas,VERB,
D0005,laku,NOUN,
D0005,bunuh,VERB,
D0005,perkosa,NOUN,
D0005,aa,PROPN,
D0005,14,NUM,
D0005,orang,NOUN,
D0005,remaja,NOUN,
D0005,putri,NOUN,
D0005,kubur,NOUN,
D0005,cina,PROPN,
D0005,palembang,PROPN,
D0005,tangkap,NOUN,
D0005,sangka,NOUN,
D0005,sangka,NOUN,
D0005,rupa,NOUN,
D0005,anak,NOUN,
D0005,umur,NOUN,
D0005,korban,NOUN,
D0005,hukum,NOUN,
D0005,universitas,NOUN,
D0005,taman,NOUN,
D0005,siswa,NOUN,
D0005,palembang,PROPN,
D0005,dr,PROPN,
D0005,azwar,NOUN,
D0005,agus,NOUN,
D0005,prihatin,NOUN,
D0005,bunuh,VERB,
D0005,remaja,NOUN,
D0005,putri,NOUN,
D0005,laku,NOUN,
D0005,remaja,NOUN,
D0005,lakilaki,NOUN,
D0005,usia,NOUN,
D0005,baya,NOUN,
D0005,korban,NOUN,
D0005,prihatin,NOUN,
D0005,lihat,VERB,
D0005,aspek,NOUN,
D0005,hukum,NOUN,
D0005,jahat,NOUN,
D0005,bendung,NOUN,
D0005,iring,NOUN,
D0005,kembang,NOUN,
D0005,ilmu,NOUN,
D0005,teknologi,NOUN,
D0005,peran,NOUN,
D0005,media,NOUN,
D0005,sosial,NOUN,
D0005,salah,ADJ,
D0005,sangka,VERB,
D0005,akses,NOUN,
D0005,film,NOUN,
D0005,biru,ADJ,
D0005,porno,NOUN,
D0005,kamis,NOUN,
D0005,592024,NUM,
D0005,scroll,NOUN,
D0005,to,PROPN,
D0005,continue,X,
D0005,with,X,
D0005,content,X,
D0005,kontenkonten,X,
D0005,negatif,ADJ,
D0005,seksual,NOUN,
D0005,hindar,NOUN,
D0005,picu,NOUN,
D0005,jahat,NOUN,
D0005,bukti,NOUN,
D0005,anak,NOUN,
D0005,akses,NOUN,
D0005,kontenkonten,NOUN,
D0005,pornografi,NOUN,
D0005,picu,NOUN,
D0005,tindak,NOUN,
D0005,pidana,NOUN,
D0005,konten,NOUN,
D0005,film,NOUN,
D0005,porno,NOUN,
D0005,akses,NOUN,
D0005,anakanak,NOUN,
D0005,akses,NOUN,
D0005,orang,NOUN,
D0005,dewasa,ADJ,
D0005,picu,NOUN,
D0005,tindak,NOUN,
D0005,kriminalitas,NOUN,
D0005,hadap,NOUN,
D0005,orang,NOUN,
D0005,anak,NOUN,
D0005,akses,NOUN,
D0005,lihat,VERB,
D0005,handphone,NOUN,
D0005,timbul,VERB,
D0005,efek,NOUN,
D0005,signifikan,ADJ,
D0005,hadap,NOUN,
D0005,pengaruh,NOUN,
D0005,imam,NOUN,
D0005,kontrol,NOUN,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,timbul,ADJ,
D0005,maju,VERB,
D0005,teknologi,NOUN,
D0005,bendung,NOUN,
D0005,gaul,NOUN,
D0005,anak,NOUN,
D0005,butuh,VERB,
D0005,kontrol,NOUN,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,pantau,NOUN,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,tang,NOUN,
D0005,lihat,VERB,
D0005,medsos,NOUN,
D0005,natural,ADJ,
D0005,azwar,NOUN,
D0005,sangka,VERB,
D0005,hukum,NOUN,
D0005,keluarga,NOUN,
D0005,korban,NOUN,
D0005,timpal,NOUN,
D0005,ancam,NOUN,
D0005,pidana,NOUN,
D0005,ancam,NOUN,
D0005,pidana,NOUN,
D0005,beda,VERB,
D0005,orang,NOUN,
D0005,dewasa,NOUN,
D0005,anak,NOUN,
D0005,bangsa,NOUN,
D0005,tindak,NOUN,
D0005,pidana,NOUN,
D0005,negara,NOUN,
D0005,pikir,NOUN,
D0005,hidup,NOUN,
D0005,anak,NOUN,
D0005,hukum,NOUN,
D0005,adil,ADJ,
D0005,korban,NOUN,
D0005,keluarga,NOUN,
D0005,korban,NOUN,
D0005,sangka,VERB,
D0005,hukum,NOUN,
D0005,harap,NOUN,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,kontrol,NOUN,
D0005,awas anak,NOUN,
D0005,peran,NOUN,
D0005,orang,NOUN,
D0005,dewasa,ADJ,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,minimal,ADJ,
D0005,orang,NOUN,
D0005,tua,ADJ,
D0005,giat,VERB,
D0005,positif,ADJ,
D0005,anak,NOUN,
D0005,awas,NOUN,
D0005,pungkas,VERB,
D0006,laku,NOUN,
D0006,bunuh,VERB,
D0006,perkosa,NOUN,
D0006,aa,PROPN,
D0006,14,NUM,
D0006,orang,NOUN,
D0006,remaja,NOUN,
D0006,putri,NOUN,
D0006,kubur,NOUN,
D0006,cina,PROPN,
D0006,palembang,PROPN,
D0006,tangkap,NOUN,
D0006,sangka,NOUN,
D0006,sangka,NOUN,
D0006,rupa,NOUN,
D0006,anak,NOUN,
D0006,umur,NOUN,
D0006,korban,NOUN,
D0006,hukum,NOUN,
D0006,universitas,NOUN,
D0006,taman,NOUN,
D0006,siswa,NOUN,
D0006,palembang,PROPN,
D0006,dr,PROPN,
D0006,azwar,NOUN,
D0006,agus,NOUN,
D0006,prihatin,NOUN,
D0006,bunuh,VERB,
D0006,remaja,NOUN,
D0006,putri,NOUN,
D0006,laku,NOUN,
D0006,remaja,NOUN,
D0006,lakilaki,NOUN,
D0006,usia,NOUN,
D0006,baya,NOUN,
D0006,korban,NOUN,
D0006,prihatin,NOUN,
D0006,lihat,VERB,
D0006,aspek,NOUN,
D0006,hukum,NOUN,
D0006,jahat,NOUN,
D0006,bendung,NOUN,
D0006,iring,NOUN,
D0006,kembang,NOUN,
D0006,ilmu,NOUN,
D0006,teknologi,NOUN,
D0006,peran,NOUN,
D0006,media,NOUN,
D0006,sosial,NOUN,
D0006,salah,ADJ,
D0006,sangka,VERB,
D0006,akses,NOUN,
D0006,film,NOUN,
D0006,biru,ADJ,
D0006,porno,NOUN,
D0006,kamis,NOUN,
D0006,592024,NUM,
D0006,scroll,NOUN,
D0006,to,PROPN,
D0006,continue,X,
D0006,with,X,
D0006,content,X,
D0006,kontenkonten,X,
D0006,negatif,ADJ,
D0006,seksual,NOUN,
D0006,hindar,NOUN,
D0006,picu,NOUN,
D0006,jahat,NOUN,
D0006,bukti,NOUN,
D0006,anak,NOUN,
D0006,akses,NOUN,
D0006,kontenkonten,NOUN,
D0006,pornografi,NOUN,
D0006,picu,NOUN,
D0006,tindak,NOUN,
D0006,pidana,NOUN,
D0006,konten,NOUN,
D0006,film,NOUN,
D0006,porno,NOUN,
D0006,akses,NOUN,
D0006,anakanak,NOUN,
D0006,akses,NOUN,
D0006,orang,NOUN,
D0006,dewasa,ADJ,
D0006,picu,NOUN,
D0006,tindak,NOUN,
D0006,kriminalitas,NOUN,
D0006,hadap,NOUN,
D0006,orang,NOUN,
D0006,anak,NOUN,
D0006,akses,NOUN,
D0006,lihat,VERB,
D0006,handphone,NOUN,
D0006,timbul,VERB,
D0006,efek,NOUN,
D0006,signifikan,ADJ,
D0006,hadap,NOUN,
D0006,pengaruh,NOUN,
D0006,imam,NOUN,
D0006,kontrol,NOUN,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,timbul,ADJ,
D0006,maju,VERB,
D0006,teknologi,NOUN,
D0006,bendung,NOUN,
D0006,gaul,NOUN,
D0006,anak,NOUN,
D0006,butuh,VERB,
D0006,kontrol,NOUN,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,pantau,NOUN,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,tang,NOUN,
D0006,lihat,VERB,
D0006,medsos,NOUN,
D0006,natural,ADJ,
D0006,azwar,NOUN,
D0006,sangka,VERB,
D0006,hukum,NOUN,
D0006,keluarga,NOUN,
D0006,korban,NOUN,
D0006,timpal,NOUN,
D0006,ancam,NOUN,
D0006,pidana,NOUN,
D0006,ancam,NOUN,
D0006,pidana,NOUN,
D0006,beda,VERB,
D0006,orang,NOUN,
D0006,dewasa,NOUN,
D0006,anak,NOUN,
D0006,bangsa,NOUN,
D0006,tindak,NOUN,
D0006,pidana,NOUN,
D0006,negara,NOUN,
D0006,pikir,NOUN,
D0006,hidup,NOUN,
D0006,anak,NOUN,
D0006,hukum,NOUN,
D0006,adil,ADJ,
D0006,korban,NOUN,
D0006,keluarga,NOUN,
D0006,korban,NOUN,
D0006,sangka,VERB,
D0006,hukum,NOUN,
D0006,harap,NOUN,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,kontrol,NOUN,
D0006,awas anak,NOUN,
D0006,peran,NOUN,
D0006,orang,NOUN,
D0006,dewasa,ADJ,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,minimal,ADJ,
D0006,orang,NOUN,
D0006,tua,ADJ,
D0006,giat,VERB,
D0006,positif,ADJ,
D0006,anak,NOUN,
D0006,awas,NOUN,
D0006,pungkas,VERB,
D0007,laku,NOUN,
D0007,bunuh,VERB,
D0007,perkosa,NOUN,
D0007,aa,PROPN,
D0007,14,NUM,
D0007,orang,NOUN,
D0007,remaja,NOUN,
D0007,putri,NOUN,
D0007,kubur,NOUN,
D0007,cina,PROPN,
D0007,palembang,PROPN,
D0007,tangkap,NOUN,
D0007,sangka,NOUN,
D0007,sangka,NOUN,
D0007,rupa,NOUN,
D0007,anak,NOUN,
D0007,umur,NOUN,
D0007,korban,NOUN,
D0007,hukum,NOUN,
D0007,universitas,NOUN,
D0007,taman,NOUN,
D0007,siswa,NOUN,
D0007,palembang,PROPN,
D0007,dr,PROPN,
D0007,azwar,NOUN,
D0007,agus,NOUN,
D0007,prihatin,NOUN,
D0007,bunuh,VERB,
D0007,remaja,NOUN,
D0007,putri,NOUN,
D0007,laku,NOUN,
D0007,remaja,NOUN,
D0007,lakilaki,NOUN,
D0007,usia,NOUN,
D0007,baya,NOUN,
D0007,korban,NOUN,
D0007,prihatin,NOUN,
D0007,lihat,VERB,
D0007,aspek,NOUN,
D0007,hukum,NOUN,
D0007,jahat,NOUN,
D0007,bendung,NOUN,
