index,url,judul,tanggal,total_entities,date_count,date_entities,time_count,time_entities,location_count,location_entities,person_count,person_entities,organization_count,organization_entities,crimetype_count,crimetype_entities
10,https://www.detik.com/sumut/hukum-dan-kriminal/d-7516021/ngeri-mahasiswa-pkl-di-bawaslu-lampung-ditembak-otk,Ngeri! Mahasiswa PKL di Bawaslu Lampung Ditembak OTK,2024-08-30 09:47:00,8,0,,0,,4,ĠKantor ĠBawaslu ĠLampung; ĠJalan ĠMorotai ĠKota ĠBandar ĠLampung; ĠLampung; ĠLampung,2,ĠIs k ardo ĠP ĠP anggar; ĠIs k ardo,2,Ġdetik S umb ag sel; UE,0,
11,https://www.detik.com/sumut/hukum-dan-kriminal/d-7514805/anggota-polisi-jadi-korban-begal-bersajam-di-binjai-motor-hp-dicuri,"Anggota Polisi Jadi Korban Begal Bersajam di Binjai, Motor-Hp Dicuri",2024-08-29 15:45:00,19,0,,0,,7,ĠKota ĠBinjai ĠSumatera ĠUtara Sumut; ĠJalan ĠBinjai ĠKM Ġ 17; ĠKota ĠMedan; ĠLangkat; ĠMedan; ĠS PN ĠLangkat; ĠLangkat,8,ĠBripda ĠH BN; ĠAKBP ĠBambang ĠChrist anto ĠUtomo; ĠBripda ĠH BN; ĠBripda ĠH BN; ĠBambang; ĠBripda ĠH BN; ĠBambang; ĠBripda ĠH BN,3,Ġdetik Sumut; ĠSekolah ĠPolisi ĠNegara S PN ĠPolda ĠSumut; ĠS PN,1,begal
12,https://www.detik.com/sumut/hukum-dan-kriminal/d-7512917/curi-motor-hp-teman-saat-tidur-pria-di-karo-ditangkap,"Curi Motor-Hp Teman Saat Tidur, Pria di Karo Ditangkap",2024-08-28 14:44:00,18,0,,0,,5,ĠKabupaten ĠKaro ĠSumatera ĠUtara Sumut; ĠJalan ĠKot ac ane ĠKecamatan ĠKab anj ahe; ĠJalan ĠJamin ĠGinting ĠKomplek ĠTrop is ĠKab anj ahe; Ġdua; Ġdua,10,ĠT obat ĠLo is ĠKaro -k aro; ĠT obat; ĠAKP ĠRasm aju ĠTarigan; ĠT L K; ĠRasm aju; ĠRasm aju; ĠEk son; ĠAiptu ĠBudi ĠSastra ĠSur b akti; ĠBudi; ĠBudi,0,,3,pencurian; pencurian; pencurian
13,https://www.detik.com/sumut/hukum-dan-kriminal/d-7512473/bocah-sd-di-medan-diperkosa-pria-di-dekat-kuburan-modus-kenal-ortu-korban,"Bocah SD di Medan Diperkosa Pria di Dekat Kuburan, Modus Kenal Ortu Korban",2024-08-28 12:30:00,14,0,,0,,7,ĠKota ĠMedan ĠSumatera ĠUtara Sumut; Ġdekat; ĠPemakaman ĠUmum TPU; ĠKecamatan ĠMedan ĠLabuhan; ĠKecamatan ĠMedan ĠLabuhan; ĠPemakaman; ĠKecamatan ĠMedan ĠS unggal,7,ĠMarzuki; ĠDed ek; ĠM; ĠIptu ĠRif fi ĠNoor ĠFaizal; ĠRif fi; ĠRif fi; ĠRif fi,0,,0,
14,https://www.detik.com/jabar/hukum-dan-kriminal/d-7506897/tak-diberi-jalan-saat-menyalip-sopir-elf-bacok-teman-di-garut,"Tak Diberi Jalan Saat Menyalip, Sopir Elf Bacok Teman di Garut",2024-08-24 19:45:00,23,0,,0,,5,ĠGarut; ĠJalan ĠRaya ĠKad ung ora ĠKi ar ad od ot ĠKecamatan ĠKad ung ora ĠGarut; ĠGarut; ĠBandung; Ġperlintasan Ġrel Ġkereta Ġapi ĠKad ung ora,17,ĠSans an; ĠSans an; ĠKompol ĠDeden ĠS arip in; ĠAS; ĠAS; ĠDeden; ĠDeden; ĠAS; ĠAS; ĠDeden; ĠAS; ĠSans an; ĠAS; ĠSans an; ĠSans an; ĠDeden; ĠAS,1,Ġdetik Jabar,0,
15,https://www.detik.com/jabar/hukum-dan-kriminal/d-7505122/apresiasi-untuk-polisi-yang-gerecep-bekuk-geng-motor-perusuh-di-sukabumi,Apresiasi untuk Polisi yang Gerecep Bekuk Geng Motor Perusuh di Sukabumi,2024-08-23 21:30:00,16,0,,0,,3,ĠKampung ĠNag rog ĠDesa ĠCitar ik ĠKecamatan ĠPal abuhan ratu; ĠPal abuhan ratu; ĠKampung ĠNag rog,9,ĠHamzah ĠG urn ita; ĠHamzah; ĠYanto; ĠHamzah; ĠHamzah; ĠHamzah; ĠHamzah; ĠFirman ĠNir wan ĠBo esto emi; ĠFirman,2,ĠKetua ĠPaguyuban ĠPad jajaran ĠAnyar; Ġdetik Jabar,2,aksi perusakan; aksi perusakan
16,https://www.detik.com/sumut/hukum-dan-kriminal/d-7500234/tragis-terduga-pencuri-motor-di-sumsel-tewas-ditembak-warga,Tragis! Terduga Pencuri Motor di Sumsel Tewas Ditembak Warga,2024-08-20 23:05:00,20,0,,0,,4,ĠTanjung ĠBatu ĠKabupaten ĠOgan ĠIlir ĠSumatera ĠSelatan Sumsel; ĠJalan ĠDesa ĠSentul ĠOgan ĠIlir; ĠMuara ĠEnim; ĠDesa ĠSentul ĠOgan ĠIlir,12,ĠEka ĠSakti; ĠNurdin; ĠUjang; ĠEka ĠSakti; ĠEka; ĠEka; ĠNurdin; ĠAKP ĠMuhammad ĠIlham; ĠNurdin; ĠUjang; ĠIlham; ĠNurdin,1,Ġdetik S umb ag sel,3,penembakan; pencurian; pencurian motor
17,https://www.detik.com/jateng/hukum-dan-kriminal/d-7499859/pengakuan-sadis-pembacok-remaja-hingga-tewas-di-walisongo-semarang,Pengakuan Sadis Pembacok Remaja hingga Tewas di Walisongo Semarang,2024-08-20 18:01:00,26,0,,0,,6,ĠKota ĠSemarang; ĠTaman ĠWar ak ĠNg ed hog ĠJalan ĠPandan aran ĠSemarang; ĠPandan aran; ĠTugu; ĠGunung pati; ĠSek aran ĠGunung pati,11,ĠIS; ĠDAM; ĠIS; ĠIS; ĠIS; ĠAKP ĠTri ĠHar janto; ĠV; ĠF; ĠTri; ĠIS; ĠDAM,4,ĠG angs ter ĠArmy; ĠG angs ter ĠSen yap; ĠOps; ĠJatanras,5,pengeroyokan; tawuran; tawuran; gangster; gangster
18,https://www.detik.com/sumut/hukum-dan-kriminal/d-7498739/serang-polisi-saat-ditangkap-kakek-bawa-10-kg-sabu-ditembak-bareng-2-teman,"Serang Polisi Saat Ditangkap, Kakek Bawa 10 Kg Sabu Ditembak Bareng 2 Teman",2024-08-20 09:46:00,20,0,,0,,10,ĠAceh -M edan; ĠProvinsi ĠAceh; ĠAceh; ĠKota ĠMedan; ĠJal ins um ĠMedan -T anjung ĠPura ĠKM Ġ 30 ĠKelurahan ĠTand am ĠHulu ĠI ĠKecamatan ĠHamp aran ĠPerak ĠKabupaten ĠDeli ĠSerdang; ĠKota ĠMedan; ĠKota ĠMedan; ĠPapua; ĠJakarta; ĠJakarta,10,ĠRaz ali ĠSelamat; ĠRaz ali; ĠIrfan; ĠElv ri ĠSaputra; ĠKombes ĠHadi ĠWahyudi; ĠHadi; ĠHadi; ĠRS R az ali; ĠES El v ri; ĠAI Ir fan,0,,0,
19,https://www.detik.com/sumut/hukum-dan-kriminal/d-7493725/perampok-berbaju-polantas-di-pelalawan-bukan-anggota-polri,Perampok Berbaju Polantas di Pelalawan Bukan Anggota Polri,2024-08-16 19:00:00,20,0,,0,,5,ĠPelalawan ĠRiau; ĠPelalawan; Ġkantor ĠPT ĠPPD; ĠPelalawan; ĠBRI ĠLink,12,ĠFI; ĠFI; ĠKombes ĠAnom ĠKar b ianto; ĠAnom; ĠAnom; ĠKombes ĠAsep ĠDarmawan; ĠFI; ĠAsep; ĠIF; ĠAsep; ĠAsep; ĠAsep,0,,3,perampokan; perampokan agen ATM mini; pencurian
20,https://www.detik.com/sumut/hukum-dan-kriminal/d-7491096/viral-bajing-loncat-curi-velg-mobil-di-medan-pelaku-ditangkap,"Viral Bajing Loncat Curi Velg Mobil di Medan, Pelaku Ditangkap",2024-08-15 13:00:00,10,0,,0,,1,ĠJalan ĠYos ĠSudarso ĠKelurahan ĠM abar ĠKota ĠMedan,4,ĠKompol ĠPanggil ĠSari anto ĠSimbolon; ĠFik ram; ĠFan es; ĠPanggil,0,,5,bajing loncat; bajing loncat; bajing loncat; bajing loncat; bajing loncat
21,https://www.detik.com/jabar/hukum-dan-kriminal/d-7490138/sadisnya-2-anggota-geng-motor-bacok-pemuda-bandung-barat-gegara-botol,Sadisnya 2 Anggota Geng Motor Bacok Pemuda Bandung Barat gegara Botol,2024-08-14 18:57:00,19,0,,0,,3,ĠKampung ĠAnd ir ĠRT Ġ 04 /RW Ġ 02 ĠDesa ĠGad ob angk ong ĠKecamatan ĠNg amp rah ĠKabupaten ĠBandung ĠBarat K BB; ĠGad ob angk ong ĠK BB; ĠCimahi,11,J ef ri; ĠJ ore; ĠSigit ĠArdiansyah; ĠGilang ĠIskandar; ĠAKBP ĠTri ĠSuh art anto; ĠJ ore; ĠTri; ĠTri; ĠTri; ĠJ ore; ĠTri,4,Ġgeng Ġmotor ĠMoon rak er; Ġmotor; Ġmotor; ĠCimahi,1,penganiayaan
22,https://www.detik.com/jatim/hukum-dan-kriminal/d-7471093/viral-pengamen-di-kota-malang-terekam-cctv-curi-celana-dalam,Viral Pengamen di Kota Malang Terekam CCTV Curi Celana Dalam,2024-08-03 04:01:00,14,0,,0,,2,ĠKota ĠMalang; ĠJalan ĠLetjen ĠS ĠParman ĠIV ĠKecamatan ĠBl imbing ĠKota ĠMalang,7,ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠMuji ati; ĠKompol ĠOc ta ĠPanjaitan,2,Ġdetik Jatim; IN UE,3,pencurian; pencurian; pencurian
23,https://www.detik.com/jatim/hukum-dan-kriminal/d-7470242/4-pedagang-miras-ilegal-di-jombang-diringkus-683-botol-disita,"4 Pedagang Miras Ilegal di Jombang Diringkus, 683 Botol Disita",2024-08-02 14:51:00,20,0,,0,,9,ĠDesa ĠGamb iran ĠMo jo agung; ĠDusun ĠSuk on ilo ĠDesa ĠRej os lam et ĠMoj ow arno; ĠDusun ĠNg enden ĠDesa ĠRej os lam et; ĠDesa ĠJ elak ombo ĠKecamatan /K abupaten ĠJombang; Ġkopi; ĠJombang; ĠKota ĠSantri; ĠJombang; ĠKota ĠSantri,9,ĠAKBP ĠEko ĠBagus ĠRiyadi; ĠNing ĠSol ati; ĠSuwandi; ĠTarik h ĠAkbar; ĠRod ji; ĠKompol ĠHari ĠKurniawan; Rod ji; ĠIptu ĠKas nas in; ĠKas nas in,2,sus; 022,0,
24,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7455333/pria-kendari-tewas-bersimbah-darah-dibacok-berkali-kali-pelaku-diduga-odgj,"Pria Kendari Tewas Bersimbah Darah Dibacok Berkali-kali, Pelaku Diduga ODGJ",2024-07-24 20:00:00,12,0,,0,,2,ĠKendari ĠSulawesi ĠTenggara Sultra; ĠJalan ĠRS ĠJiwa ĠKelurahan ĠTob u uha ĠKecamatan ĠPu uw atu ĠKendari,10,ĠNA; ĠL K; ĠKombes ĠAris ĠTri ĠYun arko; ĠAris; ĠAris; ĠAris; ĠAris; ĠNA; ĠNA; ĠKombes ĠAris ĠTri ĠYun arko,0,,0,
25,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7444889/40-kali-curi-motor-di-jambi-turis-residivis-curanmor-ditangkap-lagi,"40 Kali Curi Motor di Jambi, Turis Residivis Curanmor Ditangkap Lagi",2024-07-18 15:00:00,45,0,,0,,16,ĠRup it ĠKabupaten ĠMusi ĠRawas ĠUtara ĠSumatera ĠSelatan; ĠKota ĠJambi; ĠPeny engat ĠOl ak ĠMuar o ĠJambi; ĠJambi ĠLuar ĠKota ĠMuar o ĠJambi; ĠJalan ĠPendidikan ĠKelurahan ĠMayang ĠMeng urai ĠKecamatan ĠAlam ĠBara jo ĠKota ĠJambi; ĠKota ĠJambi; ĠKota ĠJambi; ĠPolsek; ĠRup it ĠM urat ara ĠSumatera ĠSelatan; ĠRup it Ġarah ĠLingga u ĠSumatera ĠSelatan; ĠKota ĠJambi; Ġdaerah ĠRup it ĠM urat ara; ĠBengkulu ĠJambi; ĠLubuk ĠLingga u ĠSumatera ĠSelatan; ĠPolsek ĠJal uko; ĠJal uko,18,Tur is; ĠTuris; ĠW ardi; W ardi; ĠIpda ĠJoko ĠSusilo; ĠIpda ĠJoko; ĠJoko; ĠJoko ĠJoko; ĠTuris; ĠJoko; ĠJoko; ĠTuris; ĠW ardi; ĠT Tur is; ĠW W ardi; ĠTuris; ĠT; ĠJoko,2,ĠTim ĠResmob; ĠOps nal,9,pencurian; pencurian; curanmor; pencurian; curanmor; pencurian; curanmor; pencurian; pencurian
26,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7441853/driver-ojol-di-tomohon-tewas-ditikam-gegara-pesanan-batal-2-pelaku-ditangkap,"Driver Ojol di Tomohon Tewas Ditikam gegara Pesanan Batal, 2 Pelaku Ditangkap",2024-07-16 17:39:00,46,0,,0,,5,ĠKota ĠTomohon ĠSulawesi ĠUtara Sul ut; Ġjalan Ġraya ĠKelurahan ĠM atani ĠDua ĠLingkungan ĠI ĠKecamatan ĠTomohon ĠTengah; ĠKelurahan ĠW olo an ĠKecamatan ĠTomohon ĠBarat; ĠKelurahan ĠM atani ĠTomohon ĠTengah; Ġkantor ĠPolres ĠTomohon,40,ĠDiego ĠStefanus ĠPi y oh; ĠAKP ĠFerd i ĠSul uh; ĠRP; ĠBaim; ĠW M; ĠAn ey; ĠFerd i; ĠRP; ĠW M; ĠRJ; ĠMA; ĠRR; ĠMA; ĠRP; ĠMA; ĠMA; ĠMA; ĠFerd i; Ġkorban; ĠMA; ĠMA; ĠRP; ĠRP; ĠW M; ĠRJ; ĠMA; ĠRR; ĠRP; ĠRP; ĠW M; ĠW M; ĠRJ ĠMA; ĠRR; ĠRP; ĠW M; ĠRP; ĠW M; ĠRJ; ĠMA; ĠFerd i ĠFerd i,0,,1,penganiayaan
27,https://www.detik.com/jabar/hukum-dan-kriminal/d-7431188/11-anak-diduga-jadi-korban-sodomi-pria-di-purwakarta,11 Anak Diduga Jadi Korban Sodomi Pria di Purwakarta,2024-07-09 21:32:00,30,0,,0,,8,ĠPurwakarta; Ġdesa; Ġsekolah; ĠPurwakarta; Ġkantor Ġdesa; ĠKecamatan ĠC ampak a; ĠC ampak a; ĠPurwakarta,15,ĠAD; ĠYayan ĠSah rod i; ĠYayan; ĠAD; ĠYayan; ĠYayan; ĠAD; ĠYayan; ĠF isk alia ĠKartika; ĠF isk alia; ĠHen i ĠHend ray ani; ĠHen i; ĠAD; ĠMahmud; ĠMuhammad ĠAr win,1,ĠDesa,6,sodomi; pencabulan; pelecehan seksual; pelecehan seksual; pencabulan; pelecehan seksual
28,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7425887/awal-mula-waria-imel-dibunuh-7-pria-yang-pura-pura-ajak-bersetubuh,Awal Mula Waria Imel Dibunuh 7 Pria yang Pura-pura Ajak Bersetubuh,2024-07-06 14:10:00,30,0,,0,,4,ĠKabupaten ĠMor owali ĠSulawesi ĠTengah Sult eng; ĠKecamatan ĠBungk i ĠTengah; ĠJembatan ĠBahar uru ĠKecamatan ĠB ungku ĠTengah; ĠMapolres ĠMor,24,ĠD uw ali; ĠIm el; ĠIptu ĠAgus ĠSalim; ĠAM ĠAK ĠNT ĠMT ĠPU ĠAN; ĠAR D; ĠIptu ĠAgus ĠSalim; ĠAM; ĠIptu ĠAgus ĠAM; ĠAK; ĠAN; ĠAK; ĠAN; ĠAM; ĠAN; ĠAK; ĠAgus; ĠAgus; ĠAM; ĠNT; AM; ĠAgus; ĠAgus; ĠAgus ĠAgus; ĠAgus,0,,2,pengeroyokan; penganiayaan
29,https://www.detik.com/jatim/hukum-dan-kriminal/d-7425224/rektor-uinsa-apresiasi-penangkapan-2-jambret-yang-tewaskan-mahasiswinya,Rektor UINSA Apresiasi Penangkapan 2 Jambret yang Tewaskan Mahasiswinya,2024-07-05 22:00:00,25,0,,0,,7,ĠSurabaya; ĠJatim; ĠSurabaya; ĠJalan ĠSemarang ĠSurabaya; ĠSurabaya; Jalan ĠArjun o ĠKecamatan ĠSaw ahan ĠSurabaya; h umas ĠPolda ĠJatim,15,ĠProf ĠAkhmad ĠMuz ak ki; ĠMuz ak ki; ĠMuz ak ki; ĠMM H; ĠAY E; ĠAKBP ĠAr bar idi ĠJum hur; MM H; M aya ĠDwi ĠRamadhani; ĠJum hur; ĠAY E; ĠJum hur; ĠMM H; ĠJum hur; ĠAY E; ĠMM H,3,Rektor ĠUIN; ĠUIN ĠSunan ĠAmpel ĠSurabaya; ĠUIN SA,0,
30,https://www.detik.com/jatim/hukum-dan-kriminal/d-7422203/puluhan-motor-curian-diamankan-di-surabaya-ini-syarat-untuk-mengambilnya,"Puluhan Motor Curian Diamankan di Surabaya, Ini Syarat untuk Mengambilnya",2024-07-04 11:14:00,12,0,,0,,1,ĠSurabaya,4,ĠAKBP ĠHendro ĠSukm ono; ĠHendro; ĠHendro; ĠHendro ĠHendro,1,Ġdetik Jatim,6,pencurian; pencurian motor; curanmor; pencurian; pencurian; curanmor
31,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7418254/pria-di-berau-jadi-distributor-23-ribu-botol-miras-sasar-warung-kecil,"Pria di Berau Jadi Distributor 23 Ribu Botol Miras, Sasar Warung Kecil",2024-07-01 22:00:00,15,0,,0,,5,ĠBerau ĠKalimantan ĠTimur Kaltim; ĠBerau; Ġwilayah ĠSamb ali ung; ĠBerau; ĠJalan ĠSM ĠB ayan uddin ĠKelurahan ĠSamb ali ung ĠKecamatan ĠSamb ali ung,8,ĠAB; ĠAKP ĠArdian ĠRahayu ĠPri atna; ĠArdian; ĠAB; ĠArdian; ĠAB; ĠAB; ĠAKP ĠArdian ĠRahayu ĠPri atna,2,Ġdetik com; Ġdetik com,0,
32,https://www.detik.com/jabar/hukum-dan-kriminal/d-7416837/kronologi-ditemukannya-mayat-buntung-korban-mutilasi-di-garut,Kronologi Ditemukannya Mayat Buntung Korban Mutilasi di Garut,2024-07-01 11:00:00,9,0,,0,,2,Ġjalanan ĠCib along ĠGarut; ĠJalan ĠRaya ĠCib along ĠKampung ĠBant ar ĠLim us ĠDesa ĠS ancang ĠCib along ĠGarut,5,ĠIpda ĠSusilo ĠAdhi; ĠAdhi; ĠAdhi; ĠAdhi; ĠAdhi,1,Ġdetik Jabar,1,mutilasi
33,https://www.detik.com/jatim/hukum-dan-kriminal/d-7415004/22-bandit-jalanan-di-lamongan-disikat-selama-12-hari-terakhir,22 Bandit Jalanan di Lamongan Disikat Selama 12 Hari Terakhir,2024-06-29 17:28:00,20,0,,0,,4,ĠLamongan; ĠLamongan; ĠLamongan; ĠDesa ĠKar angk awis ĠKecamatan ĠP ucuk,7,ĠAKBP ĠBobby ĠA ĠCond rop utra; ĠBobby; ĠBobby; ĠBobby; ĠMuhamad ĠRidwan; ĠRidwan ĠRidwan; ĠRidwan,0,,9,pencurian; pencurian; pencurian; pencurian; pencurian dengan kekerasan; pencurian; penyelundupan; pencurian; pencurian
34,https://www.detik.com/jatim/hukum-dan-kriminal/d-7414086/70-tersangka-pencurian-pengeroyokan-di-sidoarjo-diringkus-selama-12-hari,70 Tersangka Pencurian-Pengeroyokan di Sidoarjo Diringkus Selama 12 Hari,2024-06-28 23:01:00,34,0,,0,,7,ĠSidoarjo; ĠKecamatan ĠBanyu anyar ĠKabupaten ĠProbolinggo; ĠKabupaten ĠSampang; ĠSidoarjo; ĠTarik; ĠAl ĠIkh las ĠKedung ĠBoc ok ĠTarik; ĠSidoarjo,14,ĠKombes ĠChristian ĠTobing; ĠChristian; ĠChristian; ĠR; ĠS; ĠMS; ĠK; ĠS; ĠS; ĠChristian ĠChristian; ĠChristian; ĠKombes . ĠPol . ĠChristian ĠTobing; ĠM isto; ĠM isto,0,,13,pencurian; curanmor; penganiayaan; pencurian; curanmor; pencurian; curanmor; curanmor; pencurian; curanmor; curanmor; curanmor; pencurian
35,https://www.detik.com/jatim/hukum-dan-kriminal/d-7406908/polsek-polsek-jajaran-polres-pasuruan-kota-gencar-berantas-judi,Polsek-polsek Jajaran Polres Pasuruan Kota Gencar Berantas Judi,2024-06-25 03:31:00,16,0,,0,,2,ĠRej oso; oso,3,ĠIptu ĠAgung ĠPrasetyo; ĠAgung ĠAgung; ĠAgung ĠAgung,1,Ġcenter 110,10,perjudian; perjudian; perjudian; perjudian; perjudian; perjudian; perjudian; perjudian; perjudian; perjudian
