url,judul,tanggal,isi_berita,panjang_judul,panjang_isi_berita
https://www.detik.com/sulsel/hukum-dan-kriminal/d-7418254/pria-di-berau-jadi-distributor-23-ribu-botol-miras-sasar-warung-kecil,"Pria di Berau Jadi Distributor 23 Ribu Botol Miras, Sasar Warung Kecil",2024-07-01 22:00:00,"Pria berinisial AB (54) di Berau, Kalimantan Timur (Kaltim), ditangkap usai kedapatan memiliki 23 ribu botol miras ilegal yang disimpan gudangnya. Polisi menyebut pelaku merupakan distributor miras yang menyasar warung kecil. ""Pelaku mendistribusikan miras kepada warung-warung kecil dan para pemesan di sekitar Berau kurang lebih 1 tahun belakangan ini,"" ujar Kasat Reskrim Polres Berau AKP Ardian Rahayu Priatna kepada detikcom, Senin (1/7/2024). Ardian mengatakan miras menjadi salah satu pemicu kriminalitas. Pihaknya pun langsung bergerak mengamankan AB usai menerima laporan dari warga terkait maraknya penjualan miras di wilayah Sambaliung. SCROLL TO CONTINUE WITH CONTENT ""Tidak dipungkiri miras ini jadi salah satu pemicu kriminalitas di wilayah Berau, jadi saat mendapatkan laporan warga langsung kami selidiki,"" katanya. Ardian menyebut saat ini pihaknya tengah mendalami kasus peredaran miras serta melakukan pengembangan pemasok miras ke pada AB. ""Dalam mendapatkan miras ini anggota masih mendalami siapa pemasoknya,"" tuturnya. Diberitakan sebelumnya, polisi menggerebek gudang minuman keras ilegal milik AB di Jalan SM Bayanuddin, Kelurahan Sambaliung Kecamatan Sambaliung pada Rabu (13/6). Hasilnya, lebih dari 23 ribu botol miras ilegal berbagai jenis senilai Rp 800 juta disita. ""Total ada 1.611 dus minuman beralkohol dengan total 23.795 botol berbagai jenis dan merek yang kami sita,"" kata AKP Ardian Rahayu Priatna kepada detikcom, Senin (1/7). ",70,1466
https://www.detik.com/jabar/hukum-dan-kriminal/d-7416837/kronologi-ditemukannya-mayat-buntung-korban-mutilasi-di-garut,Kronologi Ditemukannya Mayat Buntung Korban Mutilasi di Garut,2024-07-01 11:00:00,"Sesosok mayat lelaki tanpa identitas ditemukan di pinggir jalanan Cibalong, Garut. Mayat tersebut diduga korban mutilasi, karena terpisah-pisah bagian tubuhnya. Mayat itu ditemukan di tepi Jalan Raya Cibalong, Kampung Bantar Limus, Desa Sancang, Cibalong, Garut, pada Minggu (30/6/2024) siang kemarin. Kasi Humas Polres Garut Ipda Susilo Adhi menjelaskan, mulanya petugas menerima laporan dari masyarakat, terkait adanya penemuan mayat di lokasi tersebut. SCROLL TO CONTINUE WITH CONTENT ""Anggota Polsek Cibalong kemudian langsung mengecek lokasi, kemudian langsung melakukan olah TKP,"" ungkap Adhi kepada detikJabar, Senin (1/7/2024). Adhi mengatakan, olah TKP, kemudian langsung dilakukan oleh personel Polsek Cibalong, disusul personel Sat Reskrim Polres Garut yang kemudian datang ke lokasi. Berdasarkan hasil olah TKP yang dilakukan, jasad korban memang ditemukan dalam keadaan yang benar-benar mengenaskan. Badannya terpisah ke dalam beberapa bagian. Potongan terbesar merupakan kepala hingga pinggul, tanpa kedua tangan. Kemudian ada juga potongan bokong korban. Jasad tersebut ditemukan tergeletak di pinggir jalan. Sedangkan potongan kaki dan kedua tangan, diketahui berada di dalam tiga buah karung yang ada persis di dekat potongan tubuh lainnya. Menurut Adhi, jasad tersebut kemudian langsung dievakuasi oleh personel ke rumah sakit, untuk kepentingan penyelidikan lebih lanjut. Adhi menambahkan, upaya penyelidikan saat ini masih terus dilakukan. Termasuk untuk menelusuri identitas korban yang diketahui berjenis kelamin lelaki itu.",61,1546
https://www.detik.com/jatim/hukum-dan-kriminal/d-7415004/22-bandit-jalanan-di-lamongan-disikat-selama-12-hari-terakhir,22 Bandit Jalanan di Lamongan Disikat Selama 12 Hari Terakhir,2024-06-29 17:28:00,"Polres Lamongan membeberkan hasil Operasi Sikat Semeru 2024 yang digelar selama 12 hari. Hasilnya 22 tersangka ditangkap dari 18 kasus yang diungkap. Kapolres Lamongan AKBP Bobby A Condroputra mengatakan Operasi Polres Lamongan membeberkan hasil Operasi digelar sejak tanggal 3 Juni hingga 14 Juni 2024. Adapun 18 kasus yang diungkap didominasi kasus pencurian kendaraan bermotor sebanyak 9 kasus, selanjutnya kasus pencurian dengan pemberatan sebanyak 5 kasus, street crime 2 kasus, pencurian dan pencurian dengan kekerasan atau curas masing-masing 1 kasus. SCROLL TO CONTINUE WITH CONTENT ""Sasaran operasi Pekat ini adalah kejahatan jalanan atau street crime, pencurian dan penyalahgunaan sajam/senpi/handak serta penyelundupan/pencurian di wilayah perairan yang meresahkan masyarakat. Operasi Pekat ini kami gelar untuk menciptakan kondusifitas kamtibmas di wilayah Lamongan,"" kata Bobby kepada wartawan saat konferensi pers yang berlangsung di Mapolres Lamongan, Sabtu (29/6/2024). Selain mengamankan 22 tersangka dari 18 kasus tersebut, polisi juga mengamankan sejumlah barang bukti dari berbagai tindak kejahatan. Barang bukti yang diamankan seperti 6 unit ponsel, 1 laptop dan 2 unit sepeda motor. Ke 22 tersangka yang ditangkap kini disangkakan dengan pasal yang berbeda sesuai kejahatan yang dilakukan. Antara lain Pasal 365 KUHP dengan ancaman hukuman 7 tahun penjara, Pasal 363, Pasal 362 dan Pasal 170 dengan ancaman hukumannya adalah 7 tahun penjara. ""Kami berharap dengan dilaksanakannya Operasi Sikat Semeru 2024 di wilayah hukum Polres Lamongan bisa menekan angka kasus kriminalitas dan kondisi wilayah Lamongan semakin kondusif,"" tandas Bobby. Usai menggelar konferensi pers, Bobby juga langsung mengembalikan 1 unit sepeda motor kepada pemiliknya yang dicuri. Motor tersebut dikembalikan ke pemiliknya Muhamad Ridwan (39) warga Desa Karangkawis, Kecamatan Pucuk. ""Saya itu kehilangan motor kalau tidak salah ingat pada Kamis dini hari, motor ini saya parkir di rumah saya,"" kata Ridwan. Ridwan mengaku tidak menyangka motornya yang dicuri bisa kembali. Ia pun mengapresiasi kerja polisi yang telah berhasil menemukan motornya dan menangkap pelaku pencurian. ""Terima kasih pak kapolres dan jajaran yang telah berhasil menemukan kembali motor saya, semoga Polres Lamongan semakin sukses,"" tutur Ridwan seraya menyampaikan selamat Hari Bhayangkara ke-78.",61,2369
https://www.detik.com/jatim/hukum-dan-kriminal/d-7414086/70-tersangka-pencurian-pengeroyokan-di-sidoarjo-diringkus-selama-12-hari,70 Tersangka Pencurian-Pengeroyokan di Sidoarjo Diringkus Selama 12 Hari,2024-06-28 23:01:00,"Polresta Sidoarjo berhasil mengungkap 69 kasus pencurian, curat, curas, curanmor, kejahatan jalanan, penganiayaan dan pengerokon. Hasilnya, sebanyak 70 orang telah diringkus. Sedangkan, kasus yang paling dominan yakni curat (pencurian dengan pemberatan) sejumlah 27 laporan polisi dan berhasil mengamankan 31 tersangka. Kemudian, sejumlah 21 tersangka kasus curanmor telah diamankan. Kapolresta Sidoarjo Kombes Christian Tobing mengatakan, penangkapan tersangka hasil ungkap Operasi Sikat Semeru 2024 yang dilaksanakan pada 3 Juni sampai 14 Juni 2024. SCROLL TO CONTINUE WITH CONTENT Laporan polisi yang berhasil diungkap di antaranya, 12 laporan pencurian, 27 laporan curat, dua laporan curas, 25 laporan curanmor, dan tiga laporan street crime. ""Kami berhasil mengamankan 70 tersangka terdiri dari 31 orang kasus curat, 21 orang kasus curanmor, 10 orang kasus pencurian, enam orang kasus street crime dan dua orang kasus curas,"" kata Christian di Mapolresta Sidoarjo, Jumat, (28/6/2024) Christian menjelaskan, kasus yang paling menonjol yakni kasus curanmor R4 yang berhasil diungkap dalam waktu 1 x 24 jam di lima TKP berbeda. Empat orang tersangka yang berhasil diamankan yakni S, 35, MS, 36, K, 37, dan S, 39, ketiga tersangka merupakan warga Kecamatan Banyuanyar, Kabupaten Probolinggo. Sedangkan S, 35 merupakan warga Kabupaten Sampang. ""Barang bukti mobil curian yang berhasil diamankan dari tangan tersangka yakni dua unit Mistsubishi L300, truk boks, dua unit pikap Grand Max,"" jelas Christian. Christian mengapresiasi, kecepatan masyarakat dalam hal ini adalah korban untuk segera lapor ke Polresta Sidoarjo maupun polsek jajaran. Karenanya masyarakat di imbau bila mengalami tindak kriminalitas jangan takut lapor ke polisi. ""Dengan peran serta masyarakat dalam mengungkap kasus kriminalitas juga kami masifkan patroli kamtibmas antisipasi kejahatan jalanan, curanmor, curat dan lainnya semoga wilayah kita senantiasa aman dan nyaman,"" imbuh Christian. Terhadap 70 tersangka yang diringkus polisi Sidoarjo, dikenakan ancaman hukuman pelaku curas dikenakan Pasal 365 KUHP ancaman hukuman penjara 9 tahun. Sedangkan pelaku curat dan curanmor dikenakan Pasal 363 KUHP ancaman hukuman penjara 9 tahun. Pada kesempatan ungkap kasus kriminalitas Operasi Sikat Semeru 2024, dilakukan penyerahan barang bukti kendaraan bermotor tindak pencurian kepada korban. Diserahkan Kapolresta Sidoarjo Kombes. Pol. Christian Tobing langsung kepada korban. Korban menerima kendaraan bermotornya yang hilang merasa senang. Seperti diutarakan Misto, warga asal Tarik, sebulan lalu melaporkan ke Polsek Tarik telah kehilanggan sepeda motor saat di parkir di Masjid Al Ikhlas, Kedung Bocok, Tarik. ""Senang sekali sepeda motor saya telah ditemukan. Terima kasih atas upaya yang di lakukan anggota polisi di Sidoarjo, telah bekerja keras mengungkap kasus yang saya alami maupun korban lainnya,"" kata Misto.",72,2892
https://www.detik.com/jatim/hukum-dan-kriminal/d-7406908/polsek-polsek-jajaran-polres-pasuruan-kota-gencar-berantas-judi,Polsek-polsek Jajaran Polres Pasuruan Kota Gencar Berantas Judi,2024-06-25 03:31:00,"Polres Pasuruan Kota terus melakukan pemberantasan perjudian di wilayahnya. Polsek-polsek diperintahkan gencar melakukan penindakan. Salah satunya Polsek Rejoso yang menunjukkan komitmen dalam memberantas perjudian. Baik perjudian online maupun konvensional. ""Kami mengamankan empat tersangka dalam tiga kasus perjudian mulai bulan Mei 2024, di mana mereka pemain judi online dan konvensional,"" ujar Kapolsek Rejoso Iptu Agung Prasetyo, Senin (24/6/2024). SCROLL TO CONTINUE WITH CONTENT Para tersangka yang diamankan terdiri dari berbagai kalangan dan profesi. Mereka tertangkap tangan sedang melakukan aktivitas perjudian dengan barang bukti berupa uang tunai, alat-alat perjudian, dan catatan taruhan. ""Kami menyita sejumlah barang bukti dari lokasi penangkapan, termasuk uang tunai dan alat-alat yang digunakan untuk berjudi. Semua tersangka saat ini sudah kami amankan dan sedang menjalani proses penyidikan lebih lanjut,"" terang Agung. Agung menegaskan pihaknya akan terus meningkatkan intensitas operasi dan patroli untuk memastikan wilayah Rejoso bersih dari aktivitas perjudian dan tindak kriminalitas lainnya. Tindakan tegas akan dilakukan untuk memberikan efek jera. ""Kami akan terus melakukan operasi dan patroli rutin untuk memastikan tidak ada lagi aktivitas perjudian di wilayah hukum Polsek Rejoso,"" tegas Agung. Agung meminta masyarakat menghindari segala macam perjudian baik online maupun konvensional (offline). ""Masyarakat silakan melaporkan kepada kami bila melihat atau mengetahui perjudian di call center 110 atau di nomer watshap 082128752002,"" pungkasnya.",63,1581
https://www.detik.com/jatim/hukum-dan-kriminal/d-7406909/243-tersangka-curanmor-gangster-di-surabaya-diringkus-selama-12-hari,243 Tersangka Curanmor-Gangster di Surabaya Diringkus Selama 12 Hari,2024-06-25 03:01:00,"Ratusan kasus kriminalitas di Surabaya diungkap Polrestabes Surabaya. Ratusan pelaku pula telah ditangkap dan ditetapkan jadi tersangka. Wakapolrestabes Surabaya AKBP Wimboko menyebut ada 405 kasus yang telah diungkap Satreskrim Polrestabes Surabaya dan polsek jajaran. Dari jumlah itu, ada 243 tersangka yang telah ditetapkan. ""Pengungkapan ratusan kasus ini merupakan tanggung jawab kami pada masyarakat Surabaya. Pekerjaan Rumah (PR) kami masih banyak dan akan terus kami ungkap,"" kata Wimboko, Senin (24/6/2024). SCROLL TO CONTINUE WITH CONTENT Dari jumlah itu, terdiri dari sejumlah aksi kriminalitas. Rinciannya, 298 kasus curanmor dan 141 tersangka, 65 kasus curat dan 65 tersangka, 27 kasus curas dan 21 tersangka, 11 kasus sajam dan 11 tersangka, serta 4 kasus gangster dan 5 tersangka. Wimboko menjelaskan dalam operasi yang digelar selama 12 hari itu, ada 5 tersangka yang dihadiahi timah panas. Sebab, coba kabur saat akan diamankan, kelimanya sempat melawan petugas dan berupaya melarikan diri. ""Kami berharap masyarakat juga lebih menjaga barang berharga miliknya. Kami tidak akan berhenti melakukan ungkap kasus curanmor untuk menjaga kamtibmas di wilayah Surabaya,"" tegasnya. Ia menambahkan, sudah ada 35 kendaraan sepeda motor yang merupakan hasil kejahatan dan disita sebagai barang bukti. Seluruhnya akan dikembalikan kepada pemiliknya masing-masing. ""Bagi masyarakat yang akan mengambil kendaraannya, silakan membawa surat-surat kendaraan sebagai keabsahan jika memang pemilik kendaraan tersebut,"" tandas Wimboko.",68,1533
https://www.detik.com/jabar/hukum-dan-kriminal/d-7404032/cerita-layanan-110-polres-sukabumi-kena-prank-hingga-curhat-kdrt,"Cerita Layanan 110 Polres Sukabumi, Kena Prank hingga Curhat KDRT",2024-06-23 21:00:00,"Dering telepon terdengar nyaring dari lantai dua gedung Sentra Pelayanan Kepolisian Terpadu (SPKT) Polres Sukabumi. Seorang operator terlihat mengangkat telepon menggunakan audio wireless yang terpasang di telinganya, jarinya sudah siap di keyboard komputer kalimat template layanan diucapkan. ""Halo, selamat siang layanan 110 Polres Sukabumi,"" ucap operator berseragam polisi tersebut, ditunggu beberapa menit tidak ada suara di ujung telepon. Petugas kemudian menutup sambungan telepon. Sekitar 5 menit kemudian dering telepon kembali berbunyi, petugas kembali mengangkat telepon. Lagi-lagi tidak ada suara di ujung telepon. SCROLL TO CONTINUE WITH CONTENT ""Dari data yang kami rekap, selama bulan Juni mulai tanggal 1 hingga 20, tercatat ada sekitar 2.212 panggilan yang masuk. Dari jumlah tersebut, 1.900 panggilan berhasil ditangani dengan baik, sementara 200 panggilan lainnya ternyata hanya prank call dan empty call, Jadi yang kami respons itu sebanyak 99,4 persen,"" kata Kapolres Sukabumi AKBP Tony Prasetyo didampingi Kasi Teknologi Informasi dan Komunikasi (TIK) Polres Sukabumi Aipda Deny Ferdianto, kepada detikJabar, Minggu (23/6/2024). Petugas mengklasifikasi setiap aduan, mulai dari sekadar menanyakan prosedur pembuatan Surat Izin Mengemudi (SIM), pembuatan Surat Keterangan Catatan Kejahatan (SKCK) bahkan kecelakaan lalu lintas di jalanan hingga KDRT. Dari telepon tersebut, dikoneksikan langsung kepada petugas terkait Satreskrim atau jajaran Polsek terdekat. ""Jadi, ada beberapa kategori yang selama ini kami klasifikasikan selain prank call tadi ada yang meminta informasi ya contoh meminta informasi bagaimana prosedural pembuatan SKCK biaya dan sejenisnya kemudian prosedur pembuatan SIM dan. Ada juga informasi kecelakaan lalu lintas, terkait dengan kriminalitas yang masuk di kami beberapa saat belakangan ini ada peristiwa seperti contohnya KDRT,"" jelas Tony. ""Begitu ada laporan tentang kejadian perkara kriminal operator pasti akan langsung menghubungi satuan kerja atau satuan wilayah. Dalam arti begini misalnya, ada suatu kejadian misalnya geng motor pernah ada aduan seperti itu petugas akan menghubungi wilayah hukum Polsek terdekat dari lokasi terdekat untuk respons cepat berlanjut ke satuan lain nantinya. Ini juga berlaku untuk kejadian lainnya,"" lanjut Tony membeberkan soal alur penanganan layanan 110. Selain layanan telepon 110, Polres Sukabumi juga menyebar nomor WhatsApp yang terkoneksi dan terpantau langsung oleh Kapolres Sukabumi. Layanan melalui WA tersebut ada di nomor 0811-1699-110, aduan melalui layanan ini juga disebut Kapolres Tony banyak mendapat respons masyarakat. ""Jadi, selain 110 kami juga ada hotline WA ya, ini saya pantau langsung, saya baca dan terkadang saya balas langsung ke masyarakat yang berinteraksi. Mulai dari informasi keramaian, keresahan geng motor, penipuan yang tren ini penipuan lewat marketplace Facebook,"" ungkap Tony. Biasanya Tony meminta masyarakat untuk datang langsung ketika menghadapi persoalan kriminal penipuan, namun itu juga tidak menutup kemungkinan personel langsung yang merespons aduan tersebut dengan mendatangi warga. ""Untuk yang memang menjadi korban penipuan atau KDRT kami mengarahkan langsung ke Satreskrim, kemudian kalau memang darurat petugas akan langsung mendatangi lokasi warga. Curhat KDRT warga yang merasa menjadi korban, kami arahkan dengan Satreskrim, ada Unit Perlindungan Perempuan dan Anak (PPA) atau petugas yang datang ke lokasi korban,"" pungkas Tony.",65,3472
https://www.detik.com/sumut/hukum-dan-kriminal/d-7400657/rawannya-kriminalitas-di-wilayah-medan-sunggal,Rawannya Kriminalitas di Wilayah Medan Sunggal,2024-06-21 08:30:00,"Angka kriminalitas di wilayah Kecamatan Medan Sunggal mendapat perhatian khusus dari Kapolda Sumatera Utara, Irjen Agung Setya Imam. Agung menyebut Sunggal menjadi daerah paling rawan di Kota Medan. Mulanya mantan Kapolda Riau itu mengungkapkan tingginya laporan masyarakat di Polsek SUnggal yang jumlahnya mencapai 30 per hari. ""Polsek Sunggal itu adalah polsek wilayah paling rawan di Kota Medan dari jumlah kejadian yang dilaporkan kepada kami,"" ujar Irjen Agung saat memberikan kuliah umum di Universitas Muhammadiyah Sumatera Utara (UMSU), Kamis (20/6/2024). SCROLL TO CONTINUE WITH CONTENT Menurut dia jumlah laporan di Polsek Sunggal lebih banyak dari Polda Jambi. ""Itu bisa sehari antara 20-30 laporan, yang mana kita ketahui itu lebih tinggi dari pada laporan seluruh Polda Jambi. Polda Jambi sehari 18, 16 laporan,"" katanya. Agung mengatakan ada dua kemungkinan tingginya laporan itu. Pertama, karena memang tingginya keinginan masyarakat untuk mendapatkan keadilan, sehingga melaporkan apa saja yang terjadi. Kedua, karena tingginya kasus di wilayah tersebut, sehingga perlu menjadi prioritas pihaknya. ""Artinya ada dua hal yang bisa kita lihat, apakah kemudian keinginan masyarakat untuk mendapatkan keadilan sangat tinggi, sehingga apapun yang terjadi dia laporkan. Atau benar-benar bahwa Polsek Sunggal itu perlu kita prioritaskan untuk kita ambil langkah apa,"" ujarnya. Untuk menekan tingginya angka kriminalitas di wilayah Medan Sunggal, Irjen Agung melakukan beberapa upaya. Salah satunya dengan menambah jumlah personel pengamanan. Dia berharap dengan bertambahnya jumlah personel pengamanan, angka kejahatan di wilayah Sunggal menurun. ""Angka ini terus kita kelola untuk kita turunkan dari waktu ke waktu. Kalau kami harus turunkan setiap hari setidaknya 60-80 petugas keamanan tambahan untuk menangani Polsek Sunggal agar kemudian angka kejahatan jalanannya bisa kita kendalikan dan kemudian Kamtibmas bisa kita kelola,"" sambung Agung. Dalam kesempatan itu Irjen Agung menjelaskan bahwa narkoba menjadi salah satu penyebab terjadinya kriminalitas di Sumut. Agung menjelaskan dari penangkapan pelaku begal yang dilakukan oleh pihaknya, 65 persen merupakan pengguna narkoba. Selain itu, sopir pada kecelakaan yang menyebabkan lebih dari lima orang tewas, 80 persen di antaranya mengonsumsi narkoba. ""Jadi, narkoba ada di mana-mana, ada di sopir, penjahat dan ini menjadi problem yang harus kita kelola. Menurut saya, kalau saya kendalikan narkoba dengan baik, maka angka kejahatan menurun,"" ujarnya. Persoalan hukum yang terjadi, kata dia, harus bisa memberikan kebermanfaatan bagi masyarakat. ""Kita juga kadang sering lihat hukum tidak memberikan manfaat apa-apa. Kemanfaatan juga harus bisa dilaksanakan,"" katanya. Agung mencontohkan soal warga yang melaporkan kasus pencurian ayam. Untuk sampai pada proses pengadilan, kata Agung, warga harus mengeluarkan biaya lebih banyak, melebihi harga ayamnya yang dicuri. ""Dilaporkan kasus pencurian ayam, itu nanti sampai di pengadilan itu kambingnya hilang, kerbau hilang, bahkan nanti sampai putusan di Mahkamah Agung karena kasasi dan seterusnya, kandangnya juga hilang. Lalu apa yang bisa kita dapatkan manfaat hukum ini?,"" sebutnya.  Selengkapnya di Halaman Berikutnya... Di situlah menurutnya, perlu adanya kemanfaatan hukum. Menurutnya, hukum yang berkeadilan perlu diwujudkan. ""Ini kaitannya bagaimana kita ingin mewujudkan tujuan hukum ini menjadi sesuatu yang nyata di tangan kita. Masyarakat membuat laporan, dibuat penyelidikan, penyidikan, pengadilan. Saya rasa kami terus menggelorakan bagaimana kepolisian bisa kemudian menyajikan rasa adil itu bisa dipegang, bukan di awang-awang,"" sebutnya. Selanjutnya Irjen Agung menjelaskan soal perbedaan penyelidikan dan penyidikan. Agung mengatakan bahwa penyelidikan berarti tahap awal pencarian fakta terkait informasi atau laporan yang diterima pihak kepolisian. Setelah mengumpulkan fakta-fakta, kata Agung, nantinya petugas kepolisian akan menentukan apakah peristiwa itu termasuk dalam kategori pidana atau tidak. Jika termasuk, maka penyidik akan menaikkan status peristiwa itu ke penyidikan. ""Setelah itu, ditingkatkan lah peristiwa pidana yang terjadi ke penyidikan. Rangkaian kegiatan penyidikan adalah mencari alat bukti, dengan dua alat yang bukti bahwa ini pelakunya adalah si A, maka menemukan siapa pelakunya membuat terangnya perkara,"" kata Agung.  Mantan Asops Kapolri itu mengatakan penyelidikan dalam suatu kasus sangatlah penting. Menurutnya, kasus yang tidak diawali dengan penyelidikan akan berpengaruh terhadap keadilan. ""Kenapa sih kok nggak harus langsung dilakukan penyidikan, kenapa penyelidikan dulu. Anda bayangkan, tidak ada fakta pendukung apapun, terus kita mengatakan bahwa itu penyidikan. Peristiwanya saja belum diuji, benar nggak ada peristiwa kejahatan itu. Kalau peristiwanya ini tidak diuji, kenapa kita harus menentukan tersangkanya. Menurut saya kalau proses penegakan hukum ini tidak diawali lewat penyelidikan, adalah sesuatu hal yang membahayakan bagi keadilan itu sendiri,"" jelasnya. Agung juga menyampaikan soal peran Sentra Pelayanan Kepolisian Terpadu (SPKT). Agung menyebut SPKT tidak hanya sebagai layanan administratif saja. Dia mengibaratkan SPKT itu seperti UGD di rumah sakit. ""SPKT kepolisian sebenarnya bisa dianalogikan seperti halnya UGD di rumah sakit. Mereka datang sebagai orang yang sakit, punya masalah banyak, punya masalah terkait dengan pidana, untuk bagaimana dengan solusinya. Bayangkan kalau kita mengikuti mekanisme yang berjalan bagaimana SPKT hanya memproduksi administratif saja. Jika kita analogikan seperti rumah sakit, begitu dilaporkan pak polisi langsung datang, ada apa, tanya peristiwa,"" sebutnya. Dekan Fakultas Hukum UMSU Faisal mengatakan klinis hukum dan peradilan semu ini merupakan salah satu mata kuliah bagi mahasiswa di Fakultas Hukum UMSU. Mahasiswa semester tujuh akan dibebankan untuk melakukan praktek lapangan baik di kepolisian, kejaksaan dan pengadilan. ""Setelah itu mereka kami ikutkan di peradilan semu, penanganan perkara di pengadilan. Di situ nanti ada yang menjadi jaksa, hakim, terdakwa, menjadi saksi dan ada juga yang menjadi ahli dalam penegakan hukum,"" kata Faisal. ""Pak Kapolda mau memberikan kuliah umum, pencerahan kepada kami dan kepada adik-adik mahasiswa tentang penegakan hukum Polri yang presisi. Adik-adik pergunakan kesempatan ini, gali sedalam-dalamnya, bertanya sebanyak -banyaknya kepada Pak Kapolda bagaimana proses penegakan hukum,"" sebutnya.",46,6482
https://www.detik.com/jatim/hukum-dan-kriminal/d-7400591/1-120-tersangka-diringkus-selama-12-hari-operasi-sikat-semeru-2024,1.120 Tersangka Diringkus Selama 12 Hari Operasi Sikat Semeru 2024,2024-06-20 22:30:00,"Polda Jatim membeberkan hasil Operasi Sikat Semeru 2024 selama 12 hari. Hasilnya, ada 1.120 tersangka yang diringkus dari 1.380 kasus. ""Pelaksanaan Operasi Sikat Semeru 2024 berlangsung selama 12 hari, sejak tanggal 3 sampai 14 Juni 2024 dengan kekuatan yang terlibat sebanyak 3.206 personel,"" kata Kabid Humas Polda Jatim Kombes Dirmanto, Kamis (20/6/2024). Dirmanto menegaskan pihaknya tak sekedar menangkap dan mengungkap kasus kejahatan. Namun juga mencegah dan menekan angka kejahatan. SCROLL TO CONTINUE WITH CONTENT Menurut Dirmanto, perbandingan tren gangguan kamtibmas pada periode Operasi Sikat tahun 2023 dengan tahun ini mengalami penurunan hingga 6,65%. Sementara itu, Dirreskrimum Polda Jatim Kombes Totok Suharyanto mengatakan kasus kriminalitas yang paling dominan dan menonjol adalah pencurian dengan kekerasan dan pemberatan. ""Curat dan curas dengan sajam kasus yang paling dominan dan menonjol, salah satunya yang paling menonjol kasus di Pasuruan, membawa sajam celurit dan melempar bondet,"" ujarnya. Selain mengamankan para tersangka, polisi juga menyita uang tunai Rp 162 juta, 207 unit motor, 21 mobil 21, hingga 200 ponsel sebagai barang bukti. Kini, para tersangka telah ditahan di setiap Polres hingga Polrestabes setempat. ""Untuk ungkap khusus atau spesifik, Curat ada 125 kasus dengan 144 tersangka. Namun, untuk ungkap non-TO (target operasi) mencapai 1.110 kasus dengan 804 tersangka. Didominasi TP Curanmor 510 kasus dengan 275 tersangka dan curat 405 kasus dengan 301 tersangka,"" tandas Totok.",66,1525
https://www.detik.com/jatim/hukum-dan-kriminal/d-7362569/timsus-saber-miras-polres-jombang-gerebek-4-pedagang-833-botol-disita,"Timsus Saber Miras Polres Jombang Gerebek 4 Pedagang, 833 Botol Disita",2024-05-29 05:30:00,"Timsus Saber Miras Polres Jombang masih getol memberantas peredaran minuman keras di Kota Santri. Kali ini, timsus menggerebek 4 pedagang minuman beralkohol tanpa izin dan menyita 833 botol miras. Timsus Saber Miras dibentuk oleh Kapolres Jombang AKBP Eko Bagus Riyadi. Tim khusus ini ditugaskan memberantas peredaran minuman beralkohol tanpa izin di Kota Santri. Kali ini Timsus Saber Miras menggerebek 4 pedagang. Dari warung di Jalan Sutawijaya, Jelakombo milik Rodji, polisi menyita 404 botol miras. Sedangkan di warung Desa Pulo Lor milik Slamet Hariono alias Mamek disita 5 botol miras. SCROLL TO CONTINUE WITH CONTENT Selanjutnya, dari warung di Desa Pulorejo, Ngoro, Jombang milik Supartono timsus menyita 411 botol miras. Terakhir dari warung di Desa Tunggorono milik Kasiono alias Basir polisi menyita 13 botol miras. ""Dari 4 warung itu, Timsus Saber Miras menyita 833 botol miras aneka jenis dan merek,"" terang Kasi Humas Polres Jombang Iptu Kasnasin kepada detikJatim, Selasa (28/5/2024). Tim juga sempat mendatangi warung di Dusun Gentengan, Desa Pulo Lor milik Sumali dan warung di Desa Blimbing, Gudo, Jombang milik Tukiran. Namun, kedua warung itu sedang tutup. Kasnasin menjelaskan penggerebekan para pedagang miras itu berawal dari penertiban konvoi gangster atau gerombolan pemuda. Para pemuda mabuk itu buka mulut ihwal warung tempat biasa mereka biasa menenggak miras. Penyelidikan pun digelar. Ternyata sebagian warung-warung yang digerebek Timsus Saber Miras Polres Jombang menjual miras dengan harga terjangkau, yakni Rp 10.000/gelas kecil. Tak ayal para pelajar juga menjadi pelanggan mereka. ""Seperti lazimnya minum kopi di warkop, di warung milik Rodji dan Mamek pembeli cukup membayar Rp 10 ribu sudah dapat 1 gelas kecil miras. Para konsumen di 5 lokasi itu kebanyakan remaja yang masih kelas 1 atau 2 SMA,"" jelasnya. Empat pedagang miras itu, lanjut Kasnasin, bakal diproses hukum sesuai ketentuan tindak pidana ringan (Tipiring). Sebab mereka melanggar Pasal 7 ayat (1) Perda Jombang nomor 16 tahun 2009 tentang Pengawasan dan Pengendalian Minuman Berakohol. Ia mengimbau masyarakat membantu polisi memberantas miras, yakni dengan memberikan informasi lokasi jual beli miras ilegal. Pasalnya, Jombang sebagai Kota Santri sudah sepantasnya bebas dari peredaran minuman beralkohol. Selain itu, miras kerap kali memicu keributan dan kriminalitas. ""Di Kabupaten Jombang sudah ada perda miras, maka harus zero miras. Kami imbau para orang tua yang mengetahui anaknya pada jam 22.00 WIB belum pulang agar dicari. Jangan sampai terlibat kejahatan jalanan atau mabuk-mabukan,"" tandasnya.",70,2610
